source,source_location,target,target_location,source_coordinates,target_coordinates
Barcelona_5,Barcelona,Lyon_1,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_6,Barcelona,Lyon_8,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_6,Barcelona,Paris_0,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Barcelona_7,Barcelona,Lyon_8,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_8,Barcelona,Lyon_10,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_9,Barcelona,Lyon_4,Lyon,"(2.1774322, 41.3828939)","(4.8320114, 45.7578137)"
Barcelona_10,Barcelona,Paris_0,Paris,"(2.1774322, 41.3828939)","(2.3483915, 48.8534951)"
Bilbao_0,Bilbao,Marseille_10,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_1,Bilbao,Marseille_1,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_2,Bilbao,Paris_3,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_3,Bilbao,Lyon_1,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_3,Bilbao,Marseille_11,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Bilbao_4,Bilbao,Lyon_6,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_4,Bilbao,Paris_2,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_5,Bilbao,Paris_8,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_7,Bilbao,Paris_3,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_8,Bilbao,Lyon_8,Lyon,"(-2.9350039, 43.2630018)","(4.8320114, 45.7578137)"
Bilbao_9,Bilbao,Paris_9,Paris,"(-2.9350039, 43.2630018)","(2.3483915, 48.8534951)"
Bilbao_10,Bilbao,Marseille_9,Marseille,"(-2.9350039, 43.2630018)","(5.3699525, 43.2961743)"
Berlin_0,Berlin,Wroclaw_5,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_3,Berlin,Krakow_2,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_3,Berlin,Wroclaw_8,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_4,Berlin,Krakow_6,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_5,Berlin,Wroclaw_10,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_5,Berlin,Danzig_6,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Berlin_6,Berlin,Krakow_11,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_6,Berlin,Krakow_7,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_7,Berlin,Wroclaw_3,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_7,Berlin,Wroclaw_9,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Berlin_8,Berlin,Danzig_8,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Berlin_9,Berlin,Danzig_3,Danzig,"(13.3888599, 52.5170365)","(18.6540233, 54.3482907)"
Berlin_10,Berlin,Krakow_11,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_10,Berlin,Krakow_0,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_11,Berlin,Krakow_6,Krakow,"(13.3888599, 52.5170365)","(19.9368564, 50.0619474)"
Berlin_11,Berlin,Wroclaw_6,Wroclaw,"(13.3888599, 52.5170365)","(17.0326689, 51.1089776)"
Hamburg_2,Hamburg,Danzig_8,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_2,Hamburg,Wroclaw_11,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_4,Hamburg,Krakow_3,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_6,Hamburg,Wroclaw_4,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_6,Hamburg,Wroclaw_8,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_7,Hamburg,Wroclaw_0,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_7,Hamburg,Krakow_8,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Hamburg_9,Hamburg,Danzig_9,Danzig,"(10.000654, 53.550341)","(18.6540233, 54.3482907)"
Hamburg_9,Hamburg,Wroclaw_5,Wroclaw,"(10.000654, 53.550341)","(17.0326689, 51.1089776)"
Hamburg_11,Hamburg,Krakow_5,Krakow,"(10.000654, 53.550341)","(19.9368564, 50.0619474)"
Leipzig_1,Leipzig,Krakow_4,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_2,Leipzig,Krakow_5,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_3,Leipzig,Wroclaw_0,Wroclaw,"(12.3747329, 51.3406321)","(17.0326689, 51.1089776)"
Leipzig_3,Leipzig,Danzig_10,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_3,Leipzig,Krakow_5,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_4,Leipzig,Krakow_10,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_8,Leipzig,Danzig_0,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
Leipzig_9,Leipzig,Krakow_2,Krakow,"(12.3747329, 51.3406321)","(19.9368564, 50.0619474)"
Leipzig_11,Leipzig,Danzig_5,Danzig,"(12.3747329, 51.3406321)","(18.6540233, 54.3482907)"
