source,target,source_location,target_location,source_coordinates,target_coordinates,Con,Date,Year,From_Node_Full_Name,PP,agt_description,AgtId
Kosovo process_location_5,Kosovo process_location_4,"Court of Justice of the European Union, Rue Johannes Kepler, 2226, Rue Johannes Kepler, Luxembourg, Lëtzebuerg","Россия, Россия",POINT (6.141067462697978 49.62080075),POINT (97.7453061 64.6863136),Kosovo/Serbia/Yugoslavia (former),1999-06-03,1999,Kosovo Peace Plan,Kosovo process,"The plan outlines areas on which agreement should be reached including: the deployment of international civilian and security presence; establishment of an interim administration under which the people of Kosovo would enjoy substantial autonomy within the FRY; return of all refugees and displaced persons under UNHCR supervision, and undisturbed access for humanitarian organisations. It also provides for withdraw of FRY armed personnel, with conditions for limited return. ",6
Abkhazia peace process_location_6,Abkhazia peace process_location_7,"Аҧсны - Абхазия, საქართველო","Северо-Кавказский федеральный округ, Россия",POINT (41.2299786 43.1500226),POINT (44.29295180730334 43.710901899999996),Georgia/Russia/Abkhazia,1992-09-03,1992,Final Document of the Moscow Meeting (Moscow Ceasefire),Abkhazia peace process,"Parties agreed to a ceasefire and affirmed territorial integrity of Georgia.  Provided for establishment of a monitoring and inspection commission; an agreed level of armed forces, exchange of detainees, hostages and prisoners and prohibition and prevention of all terrorist acts or taking of hostages.  Also made provision for removal of obstacles to free movement; creation of conditions for return of refugees and steps to search for those who have disappeared, as well as steps to rehabilitate the area and to ensure availability of humanitarian assistance.  Reaffirmed need to respect human rights and rights of national minorities, to prevent discrimination, and to hold free and democratic elections.  Parties also agreed to assist legitimate authorities in Abkhazia to resume their normal functions and appealed for fact-finding missions and observers.",10
Abkhazia peace process_location_6,Abkhazia peace process_location_4,"Аҧсны - Абхазия, საქართველო","Россия, Россия",POINT (41.2299786 43.1500226),POINT (97.7453061 64.6863136),Georgia/Russia/Abkhazia,1992-09-03,1992,Final Document of the Moscow Meeting (Moscow Ceasefire),Abkhazia peace process,"Parties agreed to a ceasefire and affirmed territorial integrity of Georgia.  Provided for establishment of a monitoring and inspection commission; an agreed level of armed forces, exchange of detainees, hostages and prisoners and prohibition and prevention of all terrorist acts or taking of hostages.  Also made provision for removal of obstacles to free movement; creation of conditions for return of refugees and steps to search for those who have disappeared, as well as steps to rehabilitate the area and to ensure availability of humanitarian assistance.  Reaffirmed need to respect human rights and rights of national minorities, to prevent discrimination, and to hold free and democratic elections.  Parties also agreed to assist legitimate authorities in Abkhazia to resume their normal functions and appealed for fact-finding missions and observers.",10
Abkhazia peace process_location_7,Abkhazia peace process_location_4,"Северо-Кавказский федеральный округ, Россия","Россия, Россия",POINT (44.29295180730334 43.710901899999996),POINT (97.7453061 64.6863136),Georgia/Russia/Abkhazia,1992-09-03,1992,Final Document of the Moscow Meeting (Moscow Ceasefire),Abkhazia peace process,"Parties agreed to a ceasefire and affirmed territorial integrity of Georgia.  Provided for establishment of a monitoring and inspection commission; an agreed level of armed forces, exchange of detainees, hostages and prisoners and prohibition and prevention of all terrorist acts or taking of hostages.  Also made provision for removal of obstacles to free movement; creation of conditions for return of refugees and steps to search for those who have disappeared, as well as steps to rehabilitate the area and to ensure availability of humanitarian assistance.  Reaffirmed need to respect human rights and rights of national minorities, to prevent discrimination, and to hold free and democratic elections.  Parties also agreed to assist legitimate authorities in Abkhazia to resume their normal functions and appealed for fact-finding missions and observers.",10
Abkhazia peace process_location_4,Abkhazia peace process_location_6,"Россия, Россия","Аҧсны - Абхазия, საქართველო",POINT (97.7453061 64.6863136),POINT (41.2299786 43.1500226),Georgia/Abkhazia,1993-12-01,1993,Memorandum of understanding between the Georgian and Abkhaz sides at the negotiations held in Geneva,Abkhazia peace process,Commitment not to use force or threat of force for period of negotiations.  Maintenance of peace to be promoted by increase in international observers and use of peace-keeping forces.  Also provided for exchange of prisoners of war before 20 December in gesture of good will; urgent measures to find missing persons; creation of conditions for return of refugees and return of land and property.  Parties expressed hope for participation of United Nations High Commissioner for Refugees and appealed for humanitarian assistance.  Agreed a group of experts would prepare recommendations on the political status of Abkhazia and set date for next round of negotiations.,12
Abkhazia peace process_location_6,Abkhazia peace process_location_4,"Аҧсны - Абхазия, საქართველო","Россия, Россия",POINT (41.2299786 43.1500226),POINT (97.7453061 64.6863136),Georgia/Abkhazia,1994-01-13,1994,Communiqué on the second round of negotiations between the Georgian and Abkhaz sides,Abkhazia peace process,"Noted that provisions of the last Memorandum were for the most part being implemented and reaffirmed commitment not to use force.  Appealed to UN to extend mandate of UN Observer Mission in Georgia (UNOMIG) and to intensify the international civilian presence.  Provided for withdrawal of armed units from lines of confrontation and complete disarmament and made provision for a Russian military contingent in a UN peacekeeping force.  Agreed to continue to work out agreement on voluntary return of refugees/displaced persons, to establish special commission on refugees, and to begin implementation of phased process of their return to Abkhazia.  Also agreed to continue discussion of problem of political status of Abkhazia and expressed interest in establishment of an international commission to assist economic recovery.",13
Abkhazia peace process_location_3,Abkhazia peace process_location_8,"United Kingdom, United Kingdom","eu-LISA (European Union Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice), France",POINT (-3.2765753 54.7023545),POINT (7.764579287532104 48.5362087),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_3,Abkhazia peace process_location_9,"United Kingdom, United Kingdom","Deutschland, Deutschland",POINT (-3.2765753 54.7023545),POINT (10.4478313 51.1638175),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_3,Abkhazia peace process_location_2,"United Kingdom, United Kingdom","France, France",POINT (-3.2765753 54.7023545),POINT (1.8883335 46.603354),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_3,Abkhazia peace process_location_4,"United Kingdom, United Kingdom","Россия, Россия",POINT (-3.2765753 54.7023545),POINT (97.7453061 64.6863136),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_3,Abkhazia peace process_location_6,"United Kingdom, United Kingdom","Аҧсны - Абхазия, საქართველო",POINT (-3.2765753 54.7023545),POINT (41.2299786 43.1500226),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_8,Abkhazia peace process_location_9,"eu-LISA (European Union Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice), France","Deutschland, Deutschland",POINT (7.764579287532104 48.5362087),POINT (10.4478313 51.1638175),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_8,Abkhazia peace process_location_2,"eu-LISA (European Union Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice), France","France, France",POINT (7.764579287532104 48.5362087),POINT (1.8883335 46.603354),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_8,Abkhazia peace process_location_4,"eu-LISA (European Union Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice), France","Россия, Россия",POINT (7.764579287532104 48.5362087),POINT (97.7453061 64.6863136),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_8,Abkhazia peace process_location_6,"eu-LISA (European Union Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice), France","Аҧсны - Абхазия, საქართველო",POINT (7.764579287532104 48.5362087),POINT (41.2299786 43.1500226),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_9,Abkhazia peace process_location_2,"Deutschland, Deutschland","France, France",POINT (10.4478313 51.1638175),POINT (1.8883335 46.603354),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_9,Abkhazia peace process_location_4,"Deutschland, Deutschland","Россия, Россия",POINT (10.4478313 51.1638175),POINT (97.7453061 64.6863136),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_9,Abkhazia peace process_location_6,"Deutschland, Deutschland","Аҧсны - Абхазия, საქართველო",POINT (10.4478313 51.1638175),POINT (41.2299786 43.1500226),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_2,Abkhazia peace process_location_4,"France, France","Россия, Россия",POINT (1.8883335 46.603354),POINT (97.7453061 64.6863136),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_2,Abkhazia peace process_location_6,"France, France","Аҧсны - Абхазия, საქართველო",POINT (1.8883335 46.603354),POINT (41.2299786 43.1500226),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_4,Abkhazia peace process_location_6,"Россия, Россия","Аҧсны - Абхазия, საქართველო",POINT (97.7453061 64.6863136),POINT (41.2299786 43.1500226),Georgia/Abkhazia,1998-01-22,1998,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,Abkhazia peace process,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",17
Abkhazia peace process_location_10,Abkhazia peace process_location_11,"Україна, Україна","Қазақстан, Қазақстан",POINT (31.2718321 49.4871968),POINT (66.7780818 48.1012954),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_10,Abkhazia peace process_location_12,"Україна, Україна","Հայաստան, Հայաստան",POINT (31.2718321 49.4871968),POINT (44.6736646 40.7696272),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_10,Abkhazia peace process_location_13,"Україна, Україна","Беларусь, Беларусь",POINT (31.2718321 49.4871968),POINT (27.6971358 53.4250605),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_10,Abkhazia peace process_location_4,"Україна, Україна","Россия, Россия",POINT (31.2718321 49.4871968),POINT (97.7453061 64.6863136),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_10,Abkhazia peace process_location_14,"Україна, Україна","Azərbaycan, Azərbaycan",POINT (31.2718321 49.4871968),POINT (47.7872508 40.3936294),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_10,Abkhazia peace process_location_15,"Україна, Україна","Moldova, Moldova",POINT (31.2718321 49.4871968),POINT (28.5670941 47.2879608),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_11,Abkhazia peace process_location_12,"Қазақстан, Қазақстан","Հայաստան, Հայաստան",POINT (66.7780818 48.1012954),POINT (44.6736646 40.7696272),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_11,Abkhazia peace process_location_13,"Қазақстан, Қазақстан","Беларусь, Беларусь",POINT (66.7780818 48.1012954),POINT (27.6971358 53.4250605),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_11,Abkhazia peace process_location_4,"Қазақстан, Қазақстан","Россия, Россия",POINT (66.7780818 48.1012954),POINT (97.7453061 64.6863136),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_11,Abkhazia peace process_location_14,"Қазақстан, Қазақстан","Azərbaycan, Azərbaycan",POINT (66.7780818 48.1012954),POINT (47.7872508 40.3936294),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_11,Abkhazia peace process_location_15,"Қазақстан, Қазақстан","Moldova, Moldova",POINT (66.7780818 48.1012954),POINT (28.5670941 47.2879608),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_12,Abkhazia peace process_location_13,"Հայաստան, Հայաստան","Беларусь, Беларусь",POINT (44.6736646 40.7696272),POINT (27.6971358 53.4250605),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_12,Abkhazia peace process_location_4,"Հայաստան, Հայաստան","Россия, Россия",POINT (44.6736646 40.7696272),POINT (97.7453061 64.6863136),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_12,Abkhazia peace process_location_14,"Հայաստան, Հայաստան","Azərbaycan, Azərbaycan",POINT (44.6736646 40.7696272),POINT (47.7872508 40.3936294),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
Abkhazia peace process_location_12,Abkhazia peace process_location_15,"Հայաստան, Հայաստան","Moldova, Moldova",POINT (44.6736646 40.7696272),POINT (28.5670941 47.2879608),Georgia/Abkhazia,1998-04-28,1998,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State",Abkhazia peace process,Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,18
