Con,date,year,AgtId,From Node (Full Name),From Node (Short Name),PP,From Node Type,From Node Sub-Type,agt_description,signatory_id,Edge,actor_id,actor_id_type,To Node Name,actor_detail,actor_type,To Node Type,To Node Sub-Type,short_actor_name,country_based,isco3c_actor_based,actor_additional_info,PAX_Hyperlink,PDF_Hyperlink,location,location_address
Georgia/Russia/Abkhazia,1992-09-03,1992,10,Final Document of the Moscow Meeting (Moscow Ceasefire),"Ceasefire, September 1992",Abkhazia peace process,Peace Agreement,Ceasefire,"Parties agreed to a ceasefire and affirmed territorial integrity of Georgia.  Provided for establishment of a monitoring and inspection commission; an agreed level of armed forces, exchange of detainees, hostages and prisoners and prohibition and prevention of all terrorist acts or taking of hostages.  Also made provision for removal of obstacles to free movement; creation of conditions for return of refugees and steps to search for those who have disappeared, as well as steps to rehabilitate the area and to ensure availability of humanitarian assistance.  Reaffirmed need to respect human rights and rights of national minorities, to prevent discrimination, and to hold free and democratic elections.  Parties also agreed to assist legitimate authorities in Abkhazia to resume their normal functions and appealed for fact-finding missions and observers.",78,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/10,https://www.peaceagreements.org/viewmasterdocument/10,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Russia/Abkhazia,1992-09-03,1992,10,Final Document of the Moscow Meeting (Moscow Ceasefire),"Ceasefire, September 1992",Abkhazia peace process,Peace Agreement,Ceasefire,"Parties agreed to a ceasefire and affirmed territorial integrity of Georgia.  Provided for establishment of a monitoring and inspection commission; an agreed level of armed forces, exchange of detainees, hostages and prisoners and prohibition and prevention of all terrorist acts or taking of hostages.  Also made provision for removal of obstacles to free movement; creation of conditions for return of refugees and steps to search for those who have disappeared, as well as steps to rehabilitate the area and to ensure availability of humanitarian assistance.  Reaffirmed need to respect human rights and rights of national minorities, to prevent discrimination, and to hold free and democratic elections.  Parties also agreed to assist legitimate authorities in Abkhazia to resume their normal functions and appealed for fact-finding missions and observers.",73,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/10,https://www.peaceagreements.org/viewmasterdocument/10,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1993-12-01,1993,12,Memorandum of understanding between the Georgian and Abkhaz sides at the negotiations held in Geneva,"Framework-substantive, partial, December 1993",Abkhazia peace process,Peace Agreement,"Framework-substantive, partial",Commitment not to use force or threat of force for period of negotiations.  Maintenance of peace to be promoted by increase in international observers and use of peace-keeping forces.  Also provided for exchange of prisoners of war before 20 December in gesture of good will; urgent measures to find missing persons; creation of conditions for return of refugees and return of land and property.  Parties expressed hope for participation of United Nations High Commissioner for Refugees and appealed for humanitarian assistance.  Agreed a group of experts would prepare recommendations on the political status of Abkhazia and set date for next round of negotiations.,84,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/12,https://www.peaceagreements.org/viewmasterdocument/12,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1993-12-01,1993,12,Memorandum of understanding between the Georgian and Abkhaz sides at the negotiations held in Geneva,"Framework-substantive, partial, December 1993",Abkhazia peace process,Peace Agreement,"Framework-substantive, partial",Commitment not to use force or threat of force for period of negotiations.  Maintenance of peace to be promoted by increase in international observers and use of peace-keeping forces.  Also provided for exchange of prisoners of war before 20 December in gesture of good will; urgent measures to find missing persons; creation of conditions for return of refugees and return of land and property.  Parties expressed hope for participation of United Nations High Commissioner for Refugees and appealed for humanitarian assistance.  Agreed a group of experts would prepare recommendations on the political status of Abkhazia and set date for next round of negotiations.,80,party,45,ENT_45,Abkhazia,,ENT,Entity,Entity,Abkhazia,Georgia,GEO,,https://www.peaceagreements.org/view/12,https://www.peaceagreements.org/viewmasterdocument/12,POINT (41.2299786 43.1500226),"Аҧсны - Абхазия, საქართველო"
Georgia/Abkhazia,1994-01-13,1994,13,Communiqué on the second round of negotiations between the Georgian and Abkhaz sides,"Pre-negotiation, January 1994",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Noted that provisions of the last Memorandum were for the most part being implemented and reaffirmed commitment not to use force.  Appealed to UN to extend mandate of UN Observer Mission in Georgia (UNOMIG) and to intensify the international civilian presence.  Provided for withdrawal of armed units from lines of confrontation and complete disarmament and made provision for a Russian military contingent in a UN peacekeeping force.  Agreed to continue to work out agreement on voluntary return of refugees/displaced persons, to establish special commission on refugees, and to begin implementation of phased process of their return to Abkhazia.  Also agreed to continue discussion of problem of political status of Abkhazia and expressed interest in establishment of an international commission to assist economic recovery.",87,party,45,ENT_45,Abkhazia,,ENT,Entity,Entity,Abkhazia,Georgia,GEO,,https://www.peaceagreements.org/view/13,https://www.peaceagreements.org/viewmasterdocument/13,POINT (41.2299786 43.1500226),"Аҧсны - Абхазия, საქართველო"
Georgia/Abkhazia,1994-01-13,1994,13,Communiqué on the second round of negotiations between the Georgian and Abkhaz sides,"Pre-negotiation, January 1994",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Noted that provisions of the last Memorandum were for the most part being implemented and reaffirmed commitment not to use force.  Appealed to UN to extend mandate of UN Observer Mission in Georgia (UNOMIG) and to intensify the international civilian presence.  Provided for withdrawal of armed units from lines of confrontation and complete disarmament and made provision for a Russian military contingent in a UN peacekeeping force.  Agreed to continue to work out agreement on voluntary return of refugees/displaced persons, to establish special commission on refugees, and to begin implementation of phased process of their return to Abkhazia.  Also agreed to continue discussion of problem of political status of Abkhazia and expressed interest in establishment of an international commission to assist economic recovery.",91,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/13,https://www.peaceagreements.org/viewmasterdocument/13,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1998-01-22,1998,17,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,"Pre-negotiation, January 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",100,third party,18,CON_18,United Kingdom,,CON,Entity,Country/State,UKG,United Kingdom of Great Britain and Northern Ireland,GBR,,https://www.peaceagreements.org/view/17,https://www.peaceagreements.org/viewmasterdocument/17,POINT (-3.2765753 54.7023545),"United Kingdom, United Kingdom"
Georgia/Abkhazia,1998-01-22,1998,17,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,"Pre-negotiation, January 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",99,third party,51,IGO_51,Organization for Security and Cooperation in Europe,,IGO,Entity,IGO,OSCE,,,"Organization for Security and Cooperation in Europe (OSCE) is an IGO, with affiliations to Regional Defense / Security IGOs (International Government Organizations). They are also referred to as OSCE || Organization For Security And Cooperation In Europe || Organisation For Security And Cooperation In Europe || Organisation For Security And Co-Operation In Europe || Organization For Security And Co-Operation In Europe",https://www.peaceagreements.org/view/17,https://www.peaceagreements.org/viewmasterdocument/17,POINT (7.764579287532104 48.5362087),"eu-LISA (European Union Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice), France"
Georgia/Abkhazia,1998-01-22,1998,17,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,"Pre-negotiation, January 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",97,third party,2,CON_2,Germany,,CON,Entity,Country/State,GMY,Germany,DEU,,https://www.peaceagreements.org/view/17,https://www.peaceagreements.org/viewmasterdocument/17,POINT (10.4478313 51.1638175),"Deutschland, Deutschland"
Georgia/Abkhazia,1998-01-22,1998,17,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,"Pre-negotiation, January 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",96,third party,7,CON_7,France,,CON,Entity,Country/State,FRN,France,FRA,,https://www.peaceagreements.org/view/17,https://www.peaceagreements.org/viewmasterdocument/17,POINT (1.8883335 46.603354),"France, France"
Georgia/Abkhazia,1998-01-22,1998,17,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,"Pre-negotiation, January 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",95,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/17,https://www.peaceagreements.org/viewmasterdocument/17,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1998-01-22,1998,17,Record of the first extraordinary session of the Coordinating Council of the Georgian and Abkhaz parties,"Pre-negotiation, January 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Instructed Working Group I to set up mechanism whereby parties, UNOMIG, and CISPKF could participate in the investigations and prevention of violations of the 1994 Moscow Agreement (see above).",93,party,45,ENT_45,Abkhazia,,ENT,Entity,Entity,Abkhazia,Georgia,GEO,,https://www.peaceagreements.org/view/17,https://www.peaceagreements.org/viewmasterdocument/17,POINT (41.2299786 43.1500226),"Аҧсны - Абхазия, საქართველო"
Georgia/Abkhazia,1998-04-28,1998,18,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State","Framework-substantive, partial, April 1998",Abkhazia peace process,Peace Agreement,"Framework-substantive, partial",Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,112,party,55,CON_55,Ukraine,,CON,Entity,Country/State,UKR,Ukraine,UKR,,https://www.peaceagreements.org/view/18,https://www.peaceagreements.org/viewmasterdocument/18,POINT (31.2718321 49.4871968),"Україна, Україна"
Georgia/Abkhazia,1998-04-28,1998,18,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State","Framework-substantive, partial, April 1998",Abkhazia peace process,Peace Agreement,"Framework-substantive, partial",Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,111,party,56,CON_56,Kazakhstan,,CON,Entity,Country/State,KZK,Kazakhstan,KAZ,,https://www.peaceagreements.org/view/18,https://www.peaceagreements.org/viewmasterdocument/18,POINT (66.7780818 48.1012954),"Қазақстан, Қазақстан"
Georgia/Abkhazia,1998-04-28,1998,18,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State","Framework-substantive, partial, April 1998",Abkhazia peace process,Peace Agreement,"Framework-substantive, partial",Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,103,party,58,CON_58,Armenia,,CON,Entity,Country/State,ARM,Armenia,ARM,,https://www.peaceagreements.org/view/18,https://www.peaceagreements.org/viewmasterdocument/18,POINT (44.6736646 40.7696272),"Հայաստան, Հայաստան"
Georgia/Abkhazia,1998-04-28,1998,18,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State","Framework-substantive, partial, April 1998",Abkhazia peace process,Peace Agreement,"Framework-substantive, partial",Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,107,party,60,CON_60,Belarus,,CON,Entity,Country/State,BLR,Belarus,BLR,,https://www.peaceagreements.org/view/18,https://www.peaceagreements.org/viewmasterdocument/18,POINT (27.6971358 53.4250605),"Беларусь, Беларусь"
Georgia/Abkhazia,1998-04-28,1998,18,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State","Framework-substantive, partial, April 1998",Abkhazia peace process,Peace Agreement,"Framework-substantive, partial",Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,106,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/18,https://www.peaceagreements.org/viewmasterdocument/18,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1998-04-28,1998,18,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State","Framework-substantive, partial, April 1998",Abkhazia peace process,Peace Agreement,"Framework-substantive, partial",Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,105,party,61,CON_61,Azerbaijan,,CON,Entity,Country/State,AZE,Azerbaijan,AZE,,https://www.peaceagreements.org/view/18,https://www.peaceagreements.org/viewmasterdocument/18,POINT (47.7872508 40.3936294),"Azərbaycan, Azərbaycan"
Georgia/Abkhazia,1998-04-28,1998,18,"Decision of 28 April 1998 on additional measures for the settlement of the conflict in Abkhazia, Georgia, The Council of Heads of State of the Commonwealth of Independent State","Framework-substantive, partial, April 1998",Abkhazia peace process,Peace Agreement,"Framework-substantive, partial",Decided to extend stay of Collective Peacekeeping Forces (CPF).  Agreed to draw up plan to re-deploy CPF and called on members of CPF to take more active part in peacekeeping.  Expressed concern that decision of 28 March 1997 (expansion of peacekeeping forces) remained unimplemented and agreed any further delay in process of return of refugees/displaced persons was inadmissible.  Parties also agreed to seek cooperation of international community in resolving socio-economic and humanitarian problems.,104,party,62,CON_62,Moldova,,CON,Entity,Country/State,MLD,"Moldova, Republic of",MDA,,https://www.peaceagreements.org/view/18,https://www.peaceagreements.org/viewmasterdocument/18,POINT (28.5670941 47.2879608),"Moldova, Moldova"
Georgia/Abkhazia,1998-05-22,1998,19,Protocol of the fourth (second special) session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, May 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,Decided to take steps to halt armed confrontation in Gali district and to instruct UN Secretary General to hold consultations on development of mechanism to investigate and prevent incidents in violation of Moscow Agreement.  Agreed to refrain from steps that could exacerbate situation and to take measures to promote peace process.,119,third party,2,CON_2,Germany,,CON,Entity,Country/State,GMY,Germany,DEU,,https://www.peaceagreements.org/view/19,https://www.peaceagreements.org/viewmasterdocument/19,POINT (10.4478313 51.1638175),"Deutschland, Deutschland"
Georgia/Abkhazia,1998-05-22,1998,19,Protocol of the fourth (second special) session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, May 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,Decided to take steps to halt armed confrontation in Gali district and to instruct UN Secretary General to hold consultations on development of mechanism to investigate and prevent incidents in violation of Moscow Agreement.  Agreed to refrain from steps that could exacerbate situation and to take measures to promote peace process.,118,third party,7,CON_7,France,,CON,Entity,Country/State,FRN,France,FRA,,https://www.peaceagreements.org/view/19,https://www.peaceagreements.org/viewmasterdocument/19,POINT (1.8883335 46.603354),"France, France"
Georgia/Abkhazia,1998-05-22,1998,19,Protocol of the fourth (second special) session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, May 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,Decided to take steps to halt armed confrontation in Gali district and to instruct UN Secretary General to hold consultations on development of mechanism to investigate and prevent incidents in violation of Moscow Agreement.  Agreed to refrain from steps that could exacerbate situation and to take measures to promote peace process.,117,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/19,https://www.peaceagreements.org/viewmasterdocument/19,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1998-05-22,1998,19,Protocol of the fourth (second special) session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, May 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,Decided to take steps to halt armed confrontation in Gali district and to instruct UN Secretary General to hold consultations on development of mechanism to investigate and prevent incidents in violation of Moscow Agreement.  Agreed to refrain from steps that could exacerbate situation and to take measures to promote peace process.,121,third party,18,CON_18,United Kingdom,,CON,Entity,Country/State,UKG,United Kingdom of Great Britain and Northern Ireland,GBR,,https://www.peaceagreements.org/view/19,https://www.peaceagreements.org/viewmasterdocument/19,POINT (-3.2765753 54.7023545),"United Kingdom, United Kingdom"
Georgia/Abkhazia,1998-07-25,1998,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, July 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",134,third party,2,CON_2,Germany,,CON,Entity,Country/State,GMY,Germany,DEU,,https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,POINT (10.4478313 51.1638175),"Deutschland, Deutschland"
