Con,date,year,AgtId,From Node (Full Name),From Node (Short Name),PP,From Node Type,From Node Sub-Type,agt_description,signatory_id,Edge,actor_id,actor_id_type,To Node Name,actor_detail,actor_type,To Node Type,To Node Sub-Type,short_actor_name,country_based,isco3c_actor_based,actor_additional_info,PAX_Hyperlink,PDF_Hyperlink,location,location_address
Georgia/Abkhazia,1998-07-25,1998,21,"Concluding statement on the results of the second meeting of the Georgian and Abkhaz sides, Geneva, 23-25 July 1998.","Pre-negotiation, July 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Welcomed implementation of 1997 Geneva agreement but noted several provisions had not been implemented.  Expressed concern that parties were far from agreement on key issues and stressed importance of bilateral contacts and direct dialogue as well as need for immediate implementation of the Coordination Council decision.  Reaffirmed determination to put an end to conflict and agreement to refrain from hostile propaganda.  Expressed commitment to rights of refugees/displaced persons, and to freedom of movement and security of humanitarian aid workers, and supported strengthened UN involvement.  Annexes outlined position of both sides on violence in the Gali district and on the return of refugees.",130,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/21,https://www.peaceagreements.org/viewmasterdocument/21,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1998-09-02,1998,22,Protocol of the fifth session of the Coordinating Council of the Georgian and Abkhaz sides,"Ceasefire, September 1998",Abkhazia peace process,Peace Agreement,Ceasefire,"Agreed to take effective steps to stop violence and to establish joint group to investigate and prevent terrorist acts and other offences.  Pledged to examine and respond to protests made by UNOMIG and CISCPF about violations of Moscow Agreement, and agreed to request the UN Special Representative to resume negotiations on the elimination of consequences of May’s events, return of refugees, and measures to rehabilitate Abkhazia’s economy.  In an Annex the Special Representative, representatives of the Russian Federation and others appealed to sides to refrain from actions that might exacerbate the situation, especially with regard to construction of military engineering installations.",142,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/22,https://www.peaceagreements.org/viewmasterdocument/22,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1998-12-18,1998,24,Protocol of the sixth session of the Coordinating Council of the Georgian and Abkhaz sides,"Pre-negotiation, December 1998",Abkhazia peace process,Peace Agreement,Pre-negotiation,"Meeting taking place against backdrop of rapidly deteriorating security situation (preamble). Adopted agenda of non-resumption of hostilities and security problems, refugees and IDPs, and economic and social problems. Parties commit to decisive measures to implement commitments.",157,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/24,https://www.peaceagreements.org/viewmasterdocument/24,POINT (97.7453061 64.6863136),"Россия, Россия"
Georgia/Abkhazia,1998-12-21,1998,25,Protocol of the Meeting of Georgian and Abkhaz Sides,"Ceasefire, December 1998",Abkhazia peace process,Peace Agreement,Ceasefire,"Parties commit to withdraw forces from ceasefire line. CIS and UNOMIG to control this process. CIS to start patrolling the line. Both sides to establish permanent telephone connection between the heads of the Gali and Zugdidi regions, and an operational communications link between the heads of Georgian and Abkhaz forces. Sides to consider rotation of their forces along the ceasefire line.",167,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/25,https://www.peaceagreements.org/viewmasterdocument/25,POINT (97.7453061 64.6863136),"Россия, Россия"
Israel/(Palestine),1991-10-30,1991,33,Letter of Invitation to Madrid Peace Conference,"Pre-negotiation, October 1991",Israel-Palestine peace process,Peace Agreement,Pre-negotiation,"The breakup of the Soviet Union and the Gulf War reshaped the basic political order of the Middle East. In an attempt to take advantage of this change, US Secretary of State James Baker made eight trips to the region in the eight months following the Gulf War. The Madrid Invitation, inviting Israel, Syria, Lebanon, Jordan and the Palestinians to an opening conference represents the result of this shuttle diplomacy. The invitation, an outcome of compromises by all sides, details the structure of the Madrid process: 

An opening conference having no power to impose solutions 
Bilateral talks with the Arab states bordering Israel, 
Talks with the Palestinians on 5-year interim self-rule, to be followed by talks on the permanent status 
Multilateral talks on key regional issues, like refugees. 
The following is the complete text of the invitation to the Madrid Peace Conference on October 30, 1991, jointly issued by the U.S. and the Soviet Union: The co-sponsors believe that those negotiations should focus on region-wide issues of water, refugee issues, environment, economic development, and other subjects of mutual interest.",197,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/33,https://www.peaceagreements.org/viewmasterdocument/33,POINT (97.7453061 64.6863136),"Россия, Россия"
Israel/(Palestine),1991-10-30,1991,33,Letter of Invitation to Madrid Peace Conference,"Pre-negotiation, October 1991",Israel-Palestine peace process,Peace Agreement,Pre-negotiation,"The breakup of the Soviet Union and the Gulf War reshaped the basic political order of the Middle East. In an attempt to take advantage of this change, US Secretary of State James Baker made eight trips to the region in the eight months following the Gulf War. The Madrid Invitation, inviting Israel, Syria, Lebanon, Jordan and the Palestinians to an opening conference represents the result of this shuttle diplomacy. The invitation, an outcome of compromises by all sides, details the structure of the Madrid process: 

An opening conference having no power to impose solutions 
Bilateral talks with the Arab states bordering Israel, 
Talks with the Palestinians on 5-year interim self-rule, to be followed by talks on the permanent status 
Multilateral talks on key regional issues, like refugees. 
The following is the complete text of the invitation to the Madrid Peace Conference on October 30, 1991, jointly issued by the U.S. and the Soviet Union: The co-sponsors believe that those negotiations should focus on region-wide issues of water, refugee issues, environment, economic development, and other subjects of mutual interest.",195,party,77,CON_77,Lebanon,,CON,Entity,Country/State,LEB,Lebanon,LBN,,https://www.peaceagreements.org/view/33,https://www.peaceagreements.org/viewmasterdocument/33,POINT (35.843409 33.8750629),"لبنان, لبنان"
Israel/(Palestine),1991-10-30,1991,33,Letter of Invitation to Madrid Peace Conference,"Pre-negotiation, October 1991",Israel-Palestine peace process,Peace Agreement,Pre-negotiation,"The breakup of the Soviet Union and the Gulf War reshaped the basic political order of the Middle East. In an attempt to take advantage of this change, US Secretary of State James Baker made eight trips to the region in the eight months following the Gulf War. The Madrid Invitation, inviting Israel, Syria, Lebanon, Jordan and the Palestinians to an opening conference represents the result of this shuttle diplomacy. The invitation, an outcome of compromises by all sides, details the structure of the Madrid process: 

An opening conference having no power to impose solutions 
Bilateral talks with the Arab states bordering Israel, 
Talks with the Palestinians on 5-year interim self-rule, to be followed by talks on the permanent status 
Multilateral talks on key regional issues, like refugees. 
The following is the complete text of the invitation to the Madrid Peace Conference on October 30, 1991, jointly issued by the U.S. and the Soviet Union: The co-sponsors believe that those negotiations should focus on region-wide issues of water, refugee issues, environment, economic development, and other subjects of mutual interest.",192,party,79,CON_79,Israel,,CON,Entity,Country/State,ISR,Israel,ISR,,https://www.peaceagreements.org/view/33,https://www.peaceagreements.org/viewmasterdocument/33,POINT (34.8594762 30.8124247),"ישראל, ישראל"
Israel/(Palestine),1991-10-30,1991,33,Letter of Invitation to Madrid Peace Conference,"Pre-negotiation, October 1991",Israel-Palestine peace process,Peace Agreement,Pre-negotiation,"The breakup of the Soviet Union and the Gulf War reshaped the basic political order of the Middle East. In an attempt to take advantage of this change, US Secretary of State James Baker made eight trips to the region in the eight months following the Gulf War. The Madrid Invitation, inviting Israel, Syria, Lebanon, Jordan and the Palestinians to an opening conference represents the result of this shuttle diplomacy. The invitation, an outcome of compromises by all sides, details the structure of the Madrid process: 

An opening conference having no power to impose solutions 
Bilateral talks with the Arab states bordering Israel, 
Talks with the Palestinians on 5-year interim self-rule, to be followed by talks on the permanent status 
Multilateral talks on key regional issues, like refugees. 
The following is the complete text of the invitation to the Madrid Peace Conference on October 30, 1991, jointly issued by the U.S. and the Soviet Union: The co-sponsors believe that those negotiations should focus on region-wide issues of water, refugee issues, environment, economic development, and other subjects of mutual interest.",194,party,80,CON_80,Jordan,,CON,Entity,Country/State,JOR,Jordan,JOR,,https://www.peaceagreements.org/view/33,https://www.peaceagreements.org/viewmasterdocument/33,POINT (36.941628 31.1667049),"الأردن, الأردن"
Israel/Palestine,1994-04-29,1994,36,Protocol on Economic Relations,"Pre-negotiation, April 1994",Israel-Palestine peace process,Peace Agreement,Pre-negotiation,"to be incorporated into Gaza-Jericho agmt, and take effect on its signing. Parties agree to establish Joint Economic Committee

Agreement to be incorporated into the Gaza-Jericho Agreement, and outlines the economic relations between Israel and Palestine, including the establishment of a Joint Economic Committeee, the establishment of import/export duties, monetary and financial duties, taxation, local production, labor regulation, agricultural production, industry, tourism and insurance.",204,party,79,CON_79,Israel,,CON,Entity,Country/State,ISR,Israel,ISR,,https://www.peaceagreements.org/view/36,https://www.peaceagreements.org/viewmasterdocument/36,POINT (34.8594762 30.8124247),"ישראל, ישראל"
Israel/Palestine,1994-04-29,1994,36,Protocol on Economic Relations,"Pre-negotiation, April 1994",Israel-Palestine peace process,Peace Agreement,Pre-negotiation,"to be incorporated into Gaza-Jericho agmt, and take effect on its signing. Parties agree to establish Joint Economic Committee

Agreement to be incorporated into the Gaza-Jericho Agreement, and outlines the economic relations between Israel and Palestine, including the establishment of a Joint Economic Committeee, the establishment of import/export duties, monetary and financial duties, taxation, local production, labor regulation, agricultural production, industry, tourism and insurance.",207,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/36,https://www.peaceagreements.org/viewmasterdocument/36,POINT (97.7453061 64.6863136),"Россия, Россия"
Israel/Palestine,1994-04-29,1994,36,Protocol on Economic Relations,"Pre-negotiation, April 1994",Israel-Palestine peace process,Peace Agreement,Pre-negotiation,"to be incorporated into Gaza-Jericho agmt, and take effect on its signing. Parties agree to establish Joint Economic Committee

Agreement to be incorporated into the Gaza-Jericho Agreement, and outlines the economic relations between Israel and Palestine, including the establishment of a Joint Economic Committeee, the establishment of import/export duties, monetary and financial duties, taxation, local production, labor regulation, agricultural production, industry, tourism and insurance.",208,third party,82,CON_82,Egypt,,CON,Entity,Country/State,EGY,Egypt,EGY,,https://www.peaceagreements.org/view/36,https://www.peaceagreements.org/viewmasterdocument/36,POINT (29.2675469 26.2540493),"مصر, مصر"
Moldova/Russia/(Transdniestria),1994-10-21,1994,42,Agreement between the Russian Federation and the Republic of Moldova on Matters Related to Jurisdiction and Mutual Legal Assistance on Issues Regarding the Russian Federation Military Formations Temporarily Situated in the Territory of the Republic of Moldova (Agreed in Moscow 21.10.1994),"Framework-substantive, partial, October 1994",Moldova Transdniestria process,Peace Agreement,"Framework-substantive, partial",,247,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/42,https://www.peaceagreements.org/viewmasterdocument/42,POINT (97.7453061 64.6863136),"Россия, Россия"
Moldova/Russia/(Transdniestria),1997-05-08,1997,43,Joint Statement of the Presidents of the Russian Federation and Ukraine in Connection with the Signing of the Memorandum on the Bases for Normalization of Relations between the Republic of Moldova and Transdniestria,"Pre-negotiation, May 1997",Moldova Transdniestria process,Peace Agreement,Pre-negotiation,"Welcomed signing of the Memorandum as an important step toward settlement of the Transdniestrian problem and towards strengthening mutual trust, stability, and security.  Declared that its provisions could not contradict generally accepted norms of international law and would not be interpreted or acted upon in contradiction to existing international agreements recognising the sovereignty and territorial integrity of the Republic of Moldova.  Also noted the intention to intensify mediation efforts and called upon parties to immediately initiate negotiations to complete a comprehensive document on the final settlement of the conflict and a mechanism of appropriate guarantees.  Affirmed readiness to act as guarantors for the compliance with the provisions on the status of Transniestria as a component part of a united and territorially whole Republic of Moldova.",249,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/43,https://www.peaceagreements.org/viewmasterdocument/43,POINT (97.7453061 64.6863136),"Россия, Россия"
Bosnia and Herzegovina/Yugoslavia (former),1995-09-08,1995,77,Agreed Basic Principles signed on 8 September 1995 at Geneva,"Pre-negotiation, September 1995",Bosnia peace process,Peace Agreement,Pre-negotiation,"This short agreement contains principles as basis for talks on ending the war in Bosnia, which includes principles on state configuration, and the division of the state into two entities: the Federation of Bosnia and Herzegovina and the Republica Srpska.",311,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/77,https://www.peaceagreements.org/viewmasterdocument/77,POINT (97.7453061 64.6863136),"Россия, Россия"
Bosnia and Herzegovina/Yugoslavia (former),1995-09-26,1995,78,"Further Agreed Basic Principles (additional to those issued 8 September 1995, in Geneva)","Pre-negotiation, September 1995",Bosnia peace process,Peace Agreement,Pre-negotiation,"This short agreement contains further principles additional to those agreed on 8 September 1995 at Geneva, as basis for talks on ending the war in Bosnia, which includes principles on a future settlement, the division of the state into two entities, establishing institutions, and holding elections. ",324,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/78,https://www.peaceagreements.org/viewmasterdocument/78,POINT (97.7453061 64.6863136),"Россия, Россия"
Israel/Palestine,2003-04-30,2003,192,A Performance Based Roadmap to a Permanent Two-State Solution to the Israeli-Palestinian Conflict,"Pre-negotiation, April 2003",Israel-Palestine peace process,Peace Agreement,Pre-negotiation,"Proposal for three-phase solution to conflict put forward by the 'quartet' of EU, US, UN, and Russia, setting out phased implementation plan",694,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/192,https://www.peaceagreements.org/viewmasterdocument/192,POINT (97.7453061 64.6863136),"Россия, Россия"
Angola,1991-05-31,1991,207,"Peace Accords for Angola, Lisbon ('Bicesse Accords')","Framework-substantive, partial, May 1991",Angola: UNITA process,Peace Agreement,"Framework-substantive, partial","Agreement constitutes four related agreements.  First, the head agreement for the various Bicesse Accords. This agreement sets out the parties, and the various sub agreements that constitute the Bicesse Accords, but does not itself contain any substantive provisions.  This agreement accepts as binding the following documents, which constitute the Peace Accords for Angola;
(a) The cease-fire agreement (including annexes I and II thereto) [see
attachment I};
(b) Fundamental principles for the establishment of peace in Angola
(including the annex thereto regarding the Joint Political-Military
Commission) [see attachment II];
(c) Concepts for resolving the issues still pending between the
Government of the People's Republic of Angola and UNITA [see attachment III];
(d) The Protocol of Estoril [see attachment IV].",760,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/207,https://www.peaceagreements.org/viewmasterdocument/207,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1996-08-22,1996,227,"Agreement ""On Urgent Measures to Stop Fire and Combat Operations in the City of Grozny and on the Territory of Chechnya""","Ceasefire, August 1996",Chechnya peace process,Peace Agreement,Ceasefire,"Agreement to end fire and combat operations and to begin to exchange all prisoners, refugees, and bodies of the dead; for warring sides to withdraw from Grozny; and the withdrawal of federal Russian troops from the Chechen Republic.",860,party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/227,https://www.peaceagreements.org/viewmasterdocument/227,POINT (97.7453061 64.6863136),"Россия, Россия"
Russia/Chechnya,1996-08-22,1996,227,"Agreement ""On Urgent Measures to Stop Fire and Combat Operations in the City of Grozny and on the Territory of Chechnya""","Ceasefire, August 1996",Chechnya peace process,Peace Agreement,Ceasefire,"Agreement to end fire and combat operations and to begin to exchange all prisoners, refugees, and bodies of the dead; for warring sides to withdraw from Grozny; and the withdrawal of federal Russian troops from the Chechen Republic.",861,party,275,ENT_275,Chechen Republic,,ENT,Entity,Entity,Chechen Republic,Russian Federation,RUS,,https://www.peaceagreements.org/view/227,https://www.peaceagreements.org/viewmasterdocument/227,POINT (45.70681761688915 43.31707935),"Резиденция Главы Чеченской Республики, Грозный, Чечня, Россия"
Tajikistan,1996-12-23,1996,239,"Agreement between the President of the Republic of Tajikistan, E.S. Rakhmonov, and the leader of the United Tajik-Opposition, S.A.Huri, on the Results of the Meeting held in Moscow on 23 December 1996","Pre-negotiation, December 1996",Tajikistan peace process,Peace Agreement,Pre-negotiation,"The agreement is composed of two documents (Annex 1 and Annex 2)

The first Annex sets a timetable of 12-18 months for completing of Inter-Tajik talks, notes establishment of Commission on National Reconciliation (see Protocol below) and also the ‘need to implement a universal amnesty and reciprocal pardoning of persons who took part in the military and political confrontation.' 

The second Annex establishes a Commission on National Reconciliation to (1) implement the agreements (2) create an atmosphere of trust and mutual forgiveness and (3) institute broad dialogue among the various political forces in the country.  Specific tasks are assigned the commission, such as implementing measures for ‘safe and appropriate’ return of refugees, and designing proposals for amending legislation on political parties, movements and the mass media.  The Commission is given the power to submit to referendum proposals for amendments and additions to the existing Constitution; to prepare a new law on elections; and to establish a transitional Central Commission on Elections and the Conduct of the Referendum.",899,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/239,https://www.peaceagreements.org/viewmasterdocument/239,POINT (97.7453061 64.6863136),"Россия, Россия"
Tajikistan,1996-12-23,1996,239,"Agreement between the President of the Republic of Tajikistan, E.S. Rakhmonov, and the leader of the United Tajik-Opposition, S.A.Huri, on the Results of the Meeting held in Moscow on 23 December 1996","Pre-negotiation, December 1996",Tajikistan peace process,Peace Agreement,Pre-negotiation,"The agreement is composed of two documents (Annex 1 and Annex 2)

The first Annex sets a timetable of 12-18 months for completing of Inter-Tajik talks, notes establishment of Commission on National Reconciliation (see Protocol below) and also the ‘need to implement a universal amnesty and reciprocal pardoning of persons who took part in the military and political confrontation.' 

The second Annex establishes a Commission on National Reconciliation to (1) implement the agreements (2) create an atmosphere of trust and mutual forgiveness and (3) institute broad dialogue among the various political forces in the country.  Specific tasks are assigned the commission, such as implementing measures for ‘safe and appropriate’ return of refugees, and designing proposals for amending legislation on political parties, movements and the mass media.  The Commission is given the power to submit to referendum proposals for amendments and additions to the existing Constitution; to prepare a new law on elections; and to establish a transitional Central Commission on Elections and the Conduct of the Referendum.",900,third party,289,CON_289,Iran (Islamic Republic of),,CON,Entity,Country/State,IRN,Iran (Islamic Republic of),IRN,,https://www.peaceagreements.org/view/239,https://www.peaceagreements.org/viewmasterdocument/239,POINT (55.147647448637606 24.956654649999997),"Islamic Republic of Iran Pavilion, الإمارات العربية المتحدة"
Cambodia,1991-10-23,1991,243,"Agreement Concerning the Sovereignty, Independence, Territorial Integrity and Inviolability, Neutrality and National Unity of Cambodia (Framework for a Comprehensive Political Settlement of the Cambodia Conflict or Paris Accords)","Framework-substantive, partial, October 1991",Cambodian peace process,Peace Agreement,"Framework-substantive, partial","This agreement, one of the four agreements which constitute the Paris Accords, commits the parties to preserve and defend the sovereignty, independence, territorial integrity and inviolability, neutrality and national unity of Cambodia and to refrain from any action which might affect the sovereignty, independence, territorial integrity and inviolability of other States.",941,third party,20,CON_20,Russia,,CON,Entity,Country/State,RUS,Russian Federation,RUS,,https://www.peaceagreements.org/view/243,https://www.peaceagreements.org/viewmasterdocument/243,POINT (97.7453061 64.6863136),"Россия, Россия"
