source,source_location,target,target_location,source_coordinates,target_coordinates
7,Bremen,56,Cologne,"(8.8071646, 53.0758196)","(6.959974, 50.938361)"
7,Bremen,78,Dresden,"(8.8071646, 53.0758196)","(13.7381437, 51.0493286)"
7,Bremen,86,Cologne,"(8.8071646, 53.0758196)","(6.959974, 50.938361)"
7,Bremen,93,Hanover,"(8.8071646, 53.0758196)","(9.7385532, 52.3744779)"
8,Leipzig,28,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
8,Leipzig,32,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
8,Leipzig,36,Dresden,"(12.3747329, 51.3406321)","(13.7381437, 51.0493286)"
8,Leipzig,63,Dresden,"(12.3747329, 51.3406321)","(13.7381437, 51.0493286)"
9,Munich,15,Hamburg,"(11.5753822, 48.1371079)","(10.000654, 53.550341)"
9,Munich,27,Frankfurt,"(11.5753822, 48.1371079)","(8.6820917, 50.1106444)"
9,Munich,39,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
9,Munich,41,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
9,Munich,55,Leipzig,"(11.5753822, 48.1371079)","(12.3747329, 51.3406321)"
9,Munich,77,Bremen,"(11.5753822, 48.1371079)","(8.8071646, 53.0758196)"
10,Stuttgart,29,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
12,Stuttgart,52,Stuttgart,"(9.1800132, 48.7784485)","(9.1800132, 48.7784485)"
12,Stuttgart,68,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
13,Leipzig,16,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
13,Leipzig,57,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
13,Leipzig,76,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
13,Leipzig,94,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
15,Hamburg,19,Dresden,"(10.000654, 53.550341)","(13.7381437, 51.0493286)"
15,Hamburg,23,Leipzig,"(10.000654, 53.550341)","(12.3747329, 51.3406321)"
15,Hamburg,26,Berlin,"(10.000654, 53.550341)","(13.3888599, 52.5170365)"
15,Hamburg,38,Dresden,"(10.000654, 53.550341)","(13.7381437, 51.0493286)"
15,Hamburg,40,Leipzig,"(10.000654, 53.550341)","(12.3747329, 51.3406321)"
15,Hamburg,64,Munich,"(10.000654, 53.550341)","(11.5753822, 48.1371079)"
15,Hamburg,80,Bremen,"(10.000654, 53.550341)","(8.8071646, 53.0758196)"
16,Munich,61,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
17,Munich,18,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
17,Munich,37,Munich,"(11.5753822, 48.1371079)","(11.5753822, 48.1371079)"
17,Munich,58,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
17,Munich,65,Hanover,"(11.5753822, 48.1371079)","(9.7385532, 52.3744779)"
20,Dresden,34,Leipzig,"(13.7381437, 51.0493286)","(12.3747329, 51.3406321)"
23,Leipzig,82,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
23,Leipzig,90,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
23,Leipzig,99,Berlin,"(12.3747329, 51.3406321)","(13.3888599, 52.5170365)"
25,Hanover,73,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
27,Frankfurt,30,Munich,"(8.6820917, 50.1106444)","(11.5753822, 48.1371079)"
27,Frankfurt,31,Stuttgart,"(8.6820917, 50.1106444)","(9.1800132, 48.7784485)"
32,Leipzig,72,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
32,Leipzig,74,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
35,Hanover,70,Bremen,"(9.7385532, 52.3744779)","(8.8071646, 53.0758196)"
36,Dresden,81,Munich,"(13.7381437, 51.0493286)","(11.5753822, 48.1371079)"
37,Munich,98,Dresden,"(11.5753822, 48.1371079)","(13.7381437, 51.0493286)"
40,Leipzig,66,Hamburg,"(12.3747329, 51.3406321)","(10.000654, 53.550341)"
40,Leipzig,85,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
40,Leipzig,91,Munich,"(12.3747329, 51.3406321)","(11.5753822, 48.1371079)"
41,Leipzig,50,Dresden,"(12.3747329, 51.3406321)","(13.7381437, 51.0493286)"
41,Leipzig,53,Hanover,"(12.3747329, 51.3406321)","(9.7385532, 52.3744779)"
55,Leipzig,69,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
66,Hamburg,71,Cologne,"(10.000654, 53.550341)","(6.959974, 50.938361)"
74,Hanover,89,Munich,"(9.7385532, 52.3744779)","(11.5753822, 48.1371079)"
75,Frankfurt,87,Cologne,"(8.6820917, 50.1106444)","(6.959974, 50.938361)"
77,Bremen,95,Bremen,"(8.8071646, 53.0758196)","(8.8071646, 53.0758196)"
79,Bremen,97,Frankfurt,"(8.8071646, 53.0758196)","(8.6820917, 50.1106444)"
80,Bremen,92,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
