source,source_location,target,target_location,source_coordinates,target_coordinates
1,Bremen,57,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
1,Bremen,72,Stuttgart,"(8.8071646, 53.0758196)","(9.1800132, 48.7784485)"
1,Bremen,78,Hanover,"(8.8071646, 53.0758196)","(9.7385532, 52.3744779)"
1,Bremen,85,Leipzig,"(8.8071646, 53.0758196)","(12.3747329, 51.3406321)"
1,Bremen,88,Dresden,"(8.8071646, 53.0758196)","(13.7381437, 51.0493286)"
1,Bremen,92,Munich,"(8.8071646, 53.0758196)","(11.5753822, 48.1371079)"
1,Bremen,97,Hamburg,"(8.8071646, 53.0758196)","(10.000654, 53.550341)"
1,Bremen,99,Dresden,"(8.8071646, 53.0758196)","(13.7381437, 51.0493286)"
2,Hanover,4,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
5,Berlin,8,Bremen,"(13.3888599, 52.5170365)","(8.8071646, 53.0758196)"
5,Berlin,16,Dresden,"(13.3888599, 52.5170365)","(13.7381437, 51.0493286)"
5,Berlin,18,Leipzig,"(13.3888599, 52.5170365)","(12.3747329, 51.3406321)"
5,Berlin,39,Hanover,"(13.3888599, 52.5170365)","(9.7385532, 52.3744779)"
5,Berlin,46,Hanover,"(13.3888599, 52.5170365)","(9.7385532, 52.3744779)"
5,Berlin,47,Hanover,"(13.3888599, 52.5170365)","(9.7385532, 52.3744779)"
5,Berlin,76,Frankfurt,"(13.3888599, 52.5170365)","(8.6820917, 50.1106444)"
5,Berlin,94,Munich,"(13.3888599, 52.5170365)","(11.5753822, 48.1371079)"
5,Berlin,98,Dresden,"(13.3888599, 52.5170365)","(13.7381437, 51.0493286)"
6,Dresden,12,Leipzig,"(13.7381437, 51.0493286)","(12.3747329, 51.3406321)"
6,Dresden,25,Leipzig,"(13.7381437, 51.0493286)","(12.3747329, 51.3406321)"
6,Dresden,35,Munich,"(13.7381437, 51.0493286)","(11.5753822, 48.1371079)"
6,Dresden,40,Hanover,"(13.7381437, 51.0493286)","(9.7385532, 52.3744779)"
6,Dresden,63,Frankfurt,"(13.7381437, 51.0493286)","(8.6820917, 50.1106444)"
7,Leipzig,13,Dresden,"(12.3747329, 51.3406321)","(13.7381437, 51.0493286)"
7,Leipzig,19,Frankfurt,"(12.3747329, 51.3406321)","(8.6820917, 50.1106444)"
7,Leipzig,67,Leipzig,"(12.3747329, 51.3406321)","(12.3747329, 51.3406321)"
9,Hanover,45,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
9,Hanover,65,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
10,Hanover,11,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
10,Hanover,86,Frankfurt,"(9.7385532, 52.3744779)","(8.6820917, 50.1106444)"
11,Hanover,69,Stuttgart,"(9.7385532, 52.3744779)","(9.1800132, 48.7784485)"
12,Leipzig,27,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
12,Leipzig,42,Frankfurt,"(12.3747329, 51.3406321)","(8.6820917, 50.1106444)"
14,Hanover,22,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
15,Dresden,20,Leipzig,"(13.7381437, 51.0493286)","(12.3747329, 51.3406321)"
15,Dresden,58,Munich,"(13.7381437, 51.0493286)","(11.5753822, 48.1371079)"
20,Leipzig,23,Berlin,"(12.3747329, 51.3406321)","(13.3888599, 52.5170365)"
21,Hamburg,43,Munich,"(10.000654, 53.550341)","(11.5753822, 48.1371079)"
21,Hamburg,50,Leipzig,"(10.000654, 53.550341)","(12.3747329, 51.3406321)"
21,Hamburg,83,Stuttgart,"(10.000654, 53.550341)","(9.1800132, 48.7784485)"
23,Berlin,53,Dresden,"(13.3888599, 52.5170365)","(13.7381437, 51.0493286)"
23,Berlin,56,Stuttgart,"(13.3888599, 52.5170365)","(9.1800132, 48.7784485)"
23,Berlin,81,Stuttgart,"(13.3888599, 52.5170365)","(9.1800132, 48.7784485)"
25,Leipzig,68,Cologne,"(12.3747329, 51.3406321)","(6.959974, 50.938361)"
26,Cologne,29,Dresden,"(6.959974, 50.938361)","(13.7381437, 51.0493286)"
26,Cologne,34,Stuttgart,"(6.959974, 50.938361)","(9.1800132, 48.7784485)"
26,Cologne,74,Munich,"(6.959974, 50.938361)","(11.5753822, 48.1371079)"
26,Cologne,75,Bremen,"(6.959974, 50.938361)","(8.8071646, 53.0758196)"
26,Cologne,84,Dresden,"(6.959974, 50.938361)","(13.7381437, 51.0493286)"
26,Cologne,89,Berlin,"(6.959974, 50.938361)","(13.3888599, 52.5170365)"
26,Cologne,95,Leipzig,"(6.959974, 50.938361)","(12.3747329, 51.3406321)"
27,Stuttgart,49,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
27,Stuttgart,61,Frankfurt,"(9.1800132, 48.7784485)","(8.6820917, 50.1106444)"
27,Stuttgart,71,Frankfurt,"(9.1800132, 48.7784485)","(8.6820917, 50.1106444)"
28,Hanover,48,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
28,Hanover,79,Leipzig,"(9.7385532, 52.3744779)","(12.3747329, 51.3406321)"
30,Dresden,32,Leipzig,"(13.7381437, 51.0493286)","(12.3747329, 51.3406321)"
30,Dresden,80,Dresden,"(13.7381437, 51.0493286)","(13.7381437, 51.0493286)"
30,Dresden,90,Frankfurt,"(13.7381437, 51.0493286)","(8.6820917, 50.1106444)"
31,Frankfurt,73,Hanover,"(8.6820917, 50.1106444)","(9.7385532, 52.3744779)"
40,Hanover,66,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
42,Frankfurt,60,Dresden,"(8.6820917, 50.1106444)","(13.7381437, 51.0493286)"
44,Dresden,91,Hanover,"(13.7381437, 51.0493286)","(9.7385532, 52.3744779)"
46,Hanover,54,Berlin,"(9.7385532, 52.3744779)","(13.3888599, 52.5170365)"
47,Hanover,64,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
47,Hanover,82,Hanover,"(9.7385532, 52.3744779)","(9.7385532, 52.3744779)"
51,Leipzig,55,Stuttgart,"(12.3747329, 51.3406321)","(9.1800132, 48.7784485)"
55,Stuttgart,59,Bremen,"(9.1800132, 48.7784485)","(8.8071646, 53.0758196)"
56,Stuttgart,77,Munich,"(9.1800132, 48.7784485)","(11.5753822, 48.1371079)"
59,Bremen,62,Leipzig,"(8.8071646, 53.0758196)","(12.3747329, 51.3406321)"
72,Stuttgart,96,Leipzig,"(9.1800132, 48.7784485)","(12.3747329, 51.3406321)"
