StoreId,Author,Title,Period,Abstract,Year,DegYear,Degree,Country.x,School_Name,Department,Department_Strd,Keywords_Ext,n,City,State,lat,lng,Country.y
2360000000,"Ding, Yuhua ",Chamber with Winds and Rains: On the Collecting Practice of Deng Shi and His Contemporaries,Modern,"During the historical transition period from Qing empire to early Republic, China was influenced by two concurrent forces that were reshaping society: the introduction of Western learning and the anti-Manchu Movement. Synthesizing the zeitgeist, the last generation of Qing intellectuals proposed a retrieval of China’s cultural past to correct ineffective Qing policies. Their ambitious efforts ultimately expanded to the preservation, re-collection, and reframing of the totality of China’s ancient arts and antiquities. In this late Qing intellectual trend, promoted by Deng Shi and his fellows within the National Essence Group, Chinese art was for the first time recognized as part of “national learning” and “national essence.” Traditional antiquarian activities were challenged by contemporary issues that emerged from political and educational reform, locality, and concepts of nation-building and modernization. As a national essence man, collector and publisher, Deng Shi differentiated himself from collectors of the past by enlisting his private collection in the broader mission of preserving ancient relics and antiquities. He also advocated for an all-embracing definition of Chinese art that accepted the historically non-traditional as part of a national past. At the same time however, Deng saw the value of literati culture in the framing of Chinese art. His large collection of Ming loyalist art reflected a rising concern among progressive Chinese intellectuals who saw the harm of an absolute monarchy to Chinese society and culture. His promotion of literati cultural practices from painting to rubbing was an indigenous response to the Western collection of Chinese art at the time, an effort that ultimately clarified the boundaries of traditional fine art for later individuals to approach Chinese art more critically.",2019,2019,Ph.D.,United States,Cornell University,"History of Art, Archaeology, and Visual Studies",Art and Archaeology,"Antiquarianism, Art collecting, Shi, Deng, Binhong, Huang, Late Qing, National Essence Group,",21,Ithaca,New York,42.4442,-76.5032,United States
305206272,"Farris, Johnathan Andrew","Dwelling on the edge of empires: Foreigners and architecture in Guangzhou (Canton), China",Contemporary,"Cross-cultural relations are spatial relations. Foreign neighborhoods of Guangzhou, China, provide good examples of shifting attitudes towards race, class, and cohabitation. The banks of the Pearl River witnessed the earliest and longest settlement of English speaking Westerners in China. From the late 18 th to the early 20 th centuries, a series of structural types housed the Western trading and missionary community in Guangzhou. As foreigners gained increasing access to various parts of the city, and as tourist practices changed, so did foreign views of the Cantonese and their spaces and places. These evolutions represent differing relationships towards the Chinese employees of Western enterprises and different relationships to the inhabitants of the Chinese city at large. A range of visual and documentary resources, collected from repositories across the globe, demonstrates at least three distinct phases of spatial organization of the foreign neighborhoods, illustrating shifting strategies of regulating Chinese/foreign interaction by both the Western inhabitants and the Chinese authorities. The initial phase, represented by the Shisan Hang , consists of Westerners and Chinese employees living in close quarters in structures following closely Cantonese vernacular precedents, but also matching Western conceptions of working/service space versus piano nobile . The second phase includes the post-Arrow War construction of the concession island of Shamian . Its climate-adapted but more Westernized structures represent an increased separation of foreigners in Chinese staff, both spatially and socially. This coincides with the rise of certain racist attitudes and increased regulation of the foreigners' environments. During the 19 th century, foreigners in conjunction with their Chinese hosts developed a range of opinions about what in the city fabric represented the Cantonese as a people. While some of these strategies exist well into the early twentieth century, a re-engagement with the Chinese and their city occurs on the eve of the Westernization of the city at large in the 1920s and 1930s. The final phase of this work addresses the spread of new multi-national corporate enterprises, and architecture highly analogous to the structures of the foreigners' home countries, and the geographical spread of missionary projects, bring the Chinese and Westerners back under the same roof.",2004,2004,Ph.D.,United States,Cornell University,NA,NA,"Architecture, Art history, History, Architecture, China, Dwelling, Empires, Foreigners, Guangzhou",21,Ithaca,New York,42.4442,-76.5032,United States
1732671328,"Huang, Junliang","The politics of storytelling: Schemas of time and space in Japan's traveling imagination of semi-colonial China and beyond, 1920s-1980s",Contemporary,"Centered on the works of three Japanese writers, namely Akutagawa Ryūnosuke (1892-1927), Hayashi Kyōko (1930- ), and Takeda Taijun (1912-1976), and with references to many other writers such as Tanizaki Jun’ichirō, Yokomitsu Riichi, and Takeuchi Yoshimi, in this dissertation I look into those narrative accounts for a changing pattern in their structure of storytelling about semi-colonial China. My project is in many ways indebted to but also fundamentally different from studies of Sino-Japanese cultural exchanges under semicolonialism, in the sense that it is a subtle literary analysis organized around a theoretical problematic, rather than an effort for a comprehensive history. I highlight the politics of storytelling in our texts by examining the temporality and spatiality, narrative devices, linguistic politics, and so on in the writer’s storytelling. I take the literary texts discussed in this dissertation as always socially constructed, and as “narrative accounts” that consist of elements of figuration, rather than considering them as the unmediated reproduction of the historical “truth” about the writers or about the Chinese and Japanese societies they traveled/lived in and between. Chapter One is a careful examination of Akutagawa Ryunosuke’s narrative of prewar China, entitled Travels in China. Chapter Two focuses on the politics of storytelling in Hayashi Kyōko’s autobiographical novel Michelle Lipstick (1980), read together with several other works of hers. Chapter Three is organized around discussions of three major works on China by Takeda, entitled Sima Qian ( Shiba Sen , 1943), The Judgment ( Shinpan , 1947), and Shanghai Firefly ( Shanhai no hotaru , 1976), while referring to several of his essays written between those years as secondary materials. I reach two conclusions. First, I contend that there is an obvious shift in the ways that prewar and postwar Japanese writers construct the time and space of semicolonial China in their works. And secondly, I hold that the allegorical meaning of storytelling lies in the space it opens up for literary critics and literary historians to access the relations between the writer, the narrator, and the surrounding social space, which, in my opinion, are the reality of the past that we have been trying to find in literature.",2015,2015,Ph.D.,United States,Cornell University,NA,NA,"Asian literature, Asian History, China, Japan, Narrative theory, Postwar Japan, Storytelling, Time and space, Travel writing, War narrative",21,Ithaca,New York,42.4442,-76.5032,United States
304792150,"Lee, Haiyan Festa","In the name of love: Virtue, identity, and the structure of feeling in modern China",Contemporary,"The word qing (sentiment, feeling, or love) had a ubiquitous presence in early twentieth-century Chinese literature and popular culture. Writers wrote novels of sentiment, essayists expounded on the connection between sentiment and society, reformers lamented the absence of national sympathy, historians compiled histories of romantic love, folklorists searched for spontaneous passion in folk songs and legends, magazine editors put out special issues on love and promoted debates on the rules of love, and revolutionaries strove to legislate the relationship between love and revolution. Why was there such a sustained preoccupation with qing in a period of enlightenment, nationalism, women's liberation, and commercial culture? Previous scholarship in Chinese literature has largely failed to raise this question because “love” has too often been taken for granted as the most natural and universal literary motif. But as a number of cultural and literary historians have recently argued, love has a history and its history is intimately bound up with the experience of modernity. My dissertation examines a family of affective notions ( qing, ai, yu , etc.) in a range of texts that span literary, historical, philosophical, sociological, and popular cultural genres from the late Qing to the mid-Republican period (1900 to 1935). I seek to demonstrate that the diverse discussions and representations of love constituted a literary public sphere where modern notions of interiority, gender, sexuality, family, and the nation were imagined and contested. My dissertation traces the genealogy of love from a technology of modern subjectivity and a democratic rallying cry against patriarchal hierarchies to an instrument of nationalist hegemony and revolutionary mobilization. Through an eclectic methodology that combines literary criticism, history, comparative analysis, and critical social theory, I challenge views of sentimentalism as indulgence in unthinking emotion as well as artificial boundaries between genres, historical periods, and disciplines. Moreover, I engage theoretical debates on the social construction of emotions, the history of sexuality, the rise of the nuclear family, and the triumph of nationalism. My dissertation also makes a contribution to the study of the origins of modernity, particularly modern conceptions of identity, gender, and community in (semi-) colonial contexts.",2002,2002,Ph.D.,United States,Cornell University,NA,NA,"Asian literature, Comparative literature, History, China, Heroism, Identity, Love, Nationalism, Romanticism, Sentimentalism, Structure of feeling, Utopianism, Virtue",21,Ithaca,New York,42.4442,-76.5032,United States
304865220,"Cai, Liang",In the matrix of power: A study of the social and political status of Confucians in the Western Han dynasty (206 BCE–8 CE),Ancient,"In my dissertation I reconstruct the social status and political power that Han Confucians as a group possessed through a statistical investigation of the social origins, intellectual orientation, and patterns of advancement of high officials from Emperor Wu's reign till the end of Western Han dynasty. In a finding that contradicts the dominant assertion that Emperor Wu promoted Confucians to power, I demonstrate that they amounted to a tiny minority in the upper levels of the bureaucracy. Socially and politically weak, Confucians painfully navigated officialdom, competing with powerful officials who had enjoyed power and privileges for generations. Sima Qian skillfully reproduced this struggle when he wrote The Collective Biographies of Confucians (Rulin liezhuan) in The Grand Scribe's Records ( Shiji ). Not until Emperor Xuan came to power, approximately twenty years after Emperor Wu's reign, did Confucians gradually become a fairly competitive group in the high levels of officialdom. During the transition between Emperor Wu and Emperor Zhao, membership of the upper-level ruling class had undergone fundamental changes. The most powerful official families who had dominated the court for decades were almost all eradicated during the witchcraft scandal towards the end of Emperor Wu's rule. Under the regency of Huo Guang and Emperor Xuan, a new ruling class, among whom was a group of Confucians, rose to fill this power vacuum and entrenched their positions in the high levels of bureaucracy until Wang Mang usurped the Han throne.",2007,2007,Ph.D.,United States,Cornell University,NA,NA,"Asian literature, History, China, Confucians, Han dynasty, Political status, Power, Social status, Wu, Emperor",21,Ithaca,New York,42.4442,-76.5032,United States
762997537,"Bong, InYoung","Destabilizing racial harmony: Hybridity, nationality, and spatiality in the law and cultural production of Manchukuo",Contemporary,"Based on archival research of law, history, literature, and film, my dissertation adopts an interdisciplinary and comparative approach to examine the representations and positioning of “foreigners” in both literary and visual texts, including films, produced in the 1930s and 1940s in Japanese-occupied Manchuria by writers from Mainland China, Taiwan, Korea, and Japan. My central concern in this study is to show how non-colonizers such as Russians, who were perceived as racially white but were not colonizers, and the offspring of interracial marriages between Chinese and Russians, (Taiwanese) Chinese, and Koreans in Manchukuo simultaneously mapped out and destabilized the boundaries of race and nationality within the processes of nation-building and (de)colonization. This study draws upon historiography, narratology, reader-response criticisms, and various literary and cultural theories to examine one of the central concerns: the use of language in narrative and (oral) history. the systems of signs are not only a primary and powerful means to forge racial, hybrid, and national identities. they are also the very location where boundary making and crossing are simultaneously constituted and deconstructed. The flux of asymmetrical but interrelated racial relations reifies to some degree cultural agents’ changing ideas of race and racial thinking. Yet the employment of their diverse modes of rhetoric and trope to describe changing ideas of race and racial thinking simultaneously yields unexpected disruptive effects on the essentialization and centralization of nationality, so that the construction and accumulation of national capital are hampered by the same processes of articulation in writing, however inconsiderable and limited the articulations are. Cultural agents’ social imagination and creative modes of representing and thinking about boundaries of race and ideas of the social are not strictly confined to building nationality and homogenization and stabilization of space, but rather, they inscribe the possibility of deterritorialization, as well as diverse and discursive historical contingencies that deconstruct race and nationality.",2010,2010,Ph.D.,United States,Cornell University,NA,NA,"Asian literature, History, Film studies, China, Cultural production, Hybridity, Manchukuo, Manchuria, Racial harmony, Spatiality",21,Ithaca,New York,42.4442,-76.5032,United States
304795875,"Jiang, Ningkang",China's cultural identity in contemporary literature: From root-searching to cultural reflection (mid-1980s--1990s),Contemporary,"This thesis intends to explore the issue of China's cultural identity in contemporary literature, covering a period from the mid-1980s to the 1990s. It will make a detailed analysis of how contemporary writers reflect upon the crisis of national cultural identity in their literary reinterpretation of local cultures and national history. Taking the emergence of root-searching literature in the mid-1980s as a departure point, the thesis will delineate the trajectory of an important literary development from root-searching literature into cultural narration of the 1990s. Focusing on the novels and essays by five well known writers: Gao Xingjian, Han Shaogong, Chen Zhongshi, Yu Qiuyu, as well as Jin Yong, the thesis will demonstrate that the search for national cultural identity in narrative literature is a significant phenomenon in contemporary Chinese culture and literature. Their search also shows the interactive relationship between the periphery and the center in a process of cultural transformation. Covering a long national history from pre-modern to modern times, these works vividly display a wide range of cultural diversity, especially the four basic cultural traditions: Ru, Dao, Sao, Shi (Confucianism, Daoism, Chu shaman culture, and Buddhism). Revealing a strong concern about the national future, their unusual popularity indicates not only success in literature but also the ethos of the time, in which we can discover the enduring influence of a cultural nationalist mentality embedded in both elite and popular minds. In addition, the thesis also intends to argue that these writers' critical thinking of tradition and their deconstruction of the official narratives of history have proven that their works should not be viewed as representing conservatism, but rather as creative endeavors to revive literature in a new historical context. Their reinterpretation of history and contemporary life once again reflects the intellectuals' commitment to the nation. a legacy that is associated with the May Fourth spirit as well as the literati tradition of social engagement. In the works discussed or mentioned in the thesis, several common artistic features are prominent in their treatment of local customs and national history. Their innovative narrative structure, such as the mixture of fiction and essay, their creativity in recontextualizing folk artistic traditions, and their strong personal imprints of conception and expression mark the resurrection of a literary self-consciousness. It is this literary self-consciousness that makes their works distinctive from those that serve either political power or commercial interests. Their artistic achievements have significantly contributed to the revival of Chinese literature in the late twentieth century. By taking contemporary literary texts as the concrete objects of cultural analysis, the thesis tries to make the understanding of Chinese culture as specific and tangible as possible. Given the extremely intricate nature of Chinese culture and history, I hope that my thesis will provide some clues for a further understanding of these issues, while refreshing our knowledge of contemporary Chinese literature.",2002,2002,Ph.D.,United States,Cornell University,NA,NA,"Asian literature, History, Political science, Chen Zhongshi, China, Cultural identity, Gao Xingjian, Han Shaogong, Jin Yong, Root-searching, Yu Qiuyu",21,Ithaca,New York,42.4442,-76.5032,United States
2300000023,"Chen, Shiau-Yun",Legitimating and Constraining Womanly Violence in Ming China (1368-1644),Modern,"This dissertation investigates socially-recognized, legally-allowed violence performed by women in positions of authority— mothers, wives, and masters—in fourteenth- to seventeenth-century China. I argue that during this period, changes in family structure both provoked new conflicts and led people to prioritize consanguineal relationships. Examining legal, didactic, and literary texts, this research identifies apparatuses that legitimated—and in certain contexts constrained—womanly violence. Violence by wives at the time had become inseparable from accusations of jealousy. Such violence was constrained when it challenged the premier value of the patriarchal family—having heirs; yet, wifely violence was considered legitimate when it was motivated by the maintenance of hierarchical order between the wife and the concubine. Mothers’ violent disciplining of children was considered to be a moral performance. Whether or not motherly violence was considered to be an appropriate form of discipline or transgressive depended on the relationship between mother and child. In disciplinary violence against consanguineal children, mothers were expected to exhibit the fatherly virtue of strictness. Disciplinary violence against non-consanguineal children was deemed more problematic. Violence by female masters was legitimated as a performance of status rather than gender. Women's expected gender performances could, in certain circumstances, come into conflict with status performances. Ming Literati used the hierarchical metaphor the parent-child relationship to legitimate their control and ownership over servants. Yet, being “parents” constrained masters’ violent abuse of and sexual access to their “children”-servants. My research thus reveals the ways in which women’s violence was integral to the changing structure of Chinese families. I argue that women, far from being passive victims of patriarchy, played essential roles in maintaining, reproducing, and transforming familial order in late imperial China.",2019,2019,Ph.D.,United States,Cornell University,History,History,"Authority, Gender, Law, Ming China, Violence, Women,",21,Ithaca,New York,42.4442,-76.5032,United States
304865406,"Chipman, Elana","Our Beigang: Culture work, ritual, and community in a Taiwanese town",Contemporary,"This dissertation examines the production of locality in Beigang, a rural Taiwanese town, which is a famous popular-religious transnational pilgrimage center for the goddess Mazu. It is based on 14 months of fieldwork research in Taiwan and five months at two related pilgrimage centers in Fujian, China. I focus on two interrelated and mutually constitutive mediating processes through which locality is produced: First, the rituals of Beigang's local territorial cult and of visiting pilgrims. and second, culture work, a relatively recent form of explicit cultural production through amateur historical and folklore research and related cultural activities. Ritual and culture work can be analyzed as forms of media which mediate between people and place, and between local and trans-local processes and power. I trace the production of identities anchored in Mazu's temple by examining communal and individual practices and the ways in which their discourses of history, tradition, and piety are framed and deployed. Following an introduction, I describe how ritual mediates local identity in Beigang. The next two chapters map historical transformations in Beigang using a regional systems approach. I examine pilgrimage networks and other hierarchical relationships across Taiwan in order to trace Beigang's transformation into an island-wide pilgrimage center. The following chapters examine the practices and discourses of culture workers. They are co-opted by the state in the construction of an explicitly cultural national narrative, yet also challenge and critique particular local formations of power through their work. Local agents also deploy cultural and ritual practices and discourses through which they gain prestige and other forms of value. Finally, I discuss inter-communal rivalries as expressed through competition between temples and disputes over archaeological artifacts, to reveal local cultural identity practices as forms of boundary making. Religion and culture work have played an important role in Taiwan's largely successful negotiations with pressures of colonialism, modernity and globalization by providing a coherent framework within which the tensions inherent in change are both highlighted and contained. These cultural practices mediate and inscribe local identity. Yet, because they are symbolic systems, they are forever uncanny, contingent, and open to competing interpretations.",2007,2007,Ph.D.,United States,Cornell University,NA,NA,"Cultural anthropology, History, Beigang, China, Community, Culture work, Locality, Pilgrimage, Ritual, Taiwanese",21,Ithaca,New York,42.4442,-76.5032,United States
304591830,"Friedman, Sara Lizbeth","Reluctant brides and prosperity's daughters: Marriage, labor, and cultural change in southeastern China's Hui'an county",Contemporary,"This study analyzes the interplay of state policy, economic change, and personal experience in rural China from the 1940s through the current economic reform era. Integrating ethnographic and historical research, it elucidates the politicization of local culture in eastern Hui'an county and its impact on the intimate lives of young women and men. The villages of eastern Hui'an are known for distinctive marriage customs, women's sartorial styles, gender divisions of labor, and same-sex networks, all of which distinguish the region from other rural Han communities. I examine how these features of local culture have been politicized by the state as markers of cultural backwardness and commodified by the mass media as symbols of exotic, ethnic difference. I argue that these constructions of difference have shaped gender and local-place identities in ways that prevent Hui'an residents from attaining national ideals of socialist modernity and Han-defined civility. After marriage, Hui'an women live apart from their husbands until they bear a child. The post-1949 state strove to abolish postmarital separation and other local customs through repeated reform campaigns, seeking to bring local practices into conformity with its socialist vision of civilized Han culture. I explain the failure of such campaigns by showing how economic collectivization policies worked at cross-purposes to those regulating marriage and family. By contrast, post-Mao era shifts in gender divisions of labor and the growth of mixed-sex workplaces, in conjunction with newly enforced population control policies and emerging ideals of romantic love, have made possible many of the transformations in customary practice earlier sought by the state. Although wage-labor opportunities and new standards for male-female interaction have liberalized marriage and courtship customs, they have also produced new dilemmas for young women subject to conflicting social and moral expectations. This study illustrates women's ambivalent responses to market reforms by examining the everyday domains of individual experience, desire, and interpersonal relations. It reveals the highly contentious nature of subject formation for young rural women in contemporary China, as they struggle with the progressive ideals promoted by state discourses and media representations in formulating their own desires and constructions of self.",2000,2000,Ph.D.,United States,Cornell University,NA,NA,"Cultural anthropology, History, Womens studies, China, Cultural change, Hui'an county, Labor, Marriage",21,Ithaca,New York,42.4442,-76.5032,United States
1827602266,"Tang, Christopher","Homeland in the heart, eyes on the world: Domestic internationalism, popular mobilization, and the making of China's Cultural Revolution, 1962-68",Contemporary,Abstract not available,2016,2016,Ph.D.,United States,Cornell University,History,History,"History, Asian Studies, History, China, Cold war, Cultural revolution, Internationalism, Propaganda",21,Ithaca,New York,42.4442,-76.5032,United States
304655349,"Kardos, Amy Pozza","Transformation in China's northwest borderland: The making of an ”immigrant city,” 1949–1958",Contemporary,"The Chinese Communist Party resettled millions of young people to state farms in border areas in the first decade of the People's Republic. Historians of this migration have recently argued that resettlement was a social engineering project designed to permanently change the human and agricultural geography of the People's Republic, making the border areas of the former Qing empire both modern and Chinese. This dissertation does not treat these two terms as self-evident, but rather asks how they were understood by the individuals participating in the integration of Xinjiang at one new military settlement, Shihezi. In the process of transforming the borderland, they appropriated different ideas about what was modern and what was Chinese. At Shihezi in the 1950s they produced competing ideas of how to build socialism in the borderland, particularly when modern was often understood as Soviet, not Chinese. What model of settlement did they follow, and why? In resettling Xinjiang they made decisions concerning organizational form, labor force, urban planning, and agriculture, and this dissertation investigates each of these four layers of settlement as they were introduced in Shihezi. In this case, several Chinese Party-military men such as Zhang Zhonghan and Tao Zhiyue mediated between Soviet advisors and Chinese Communist Party goals and joined with young men and women under their command to create a New China in Xinjiang that had little to do with the grand ideological directives of either Moscow or Beijing.",2008,2008,Ph.D.,United States,Cornell University,NA,NA,"History, Bingtuan, China, Production and Construction Corps, Shihezi, Xinjiang",21,Ithaca,New York,42.4442,-76.5032,United States
304630154,"Hou, Xiaojia",Jumping the gun: Local agency and early experiments in the socialist transformation of rural society in revolutionary China,Contemporary,"This dissertation studies why in the early 1950s the Chinese Communist Party launched the agricultural cooperative movement, a movement in many crucial ways resembled the collectivization in the Soviet Union. Past research has treated China's cooperative movement as a campaign imposed from above by Mao Zedong. By refocusing the scholarly attention from the center to localities, instead, this dissertation discovers that in its early stage this movement had a measure of strong social support from below. Not denying Mao's dominant role, this dissertation examines the roles of others who were not at the top of the party's hierarchy. It shows how certain provincial and prefecture cadres provided Mao Zedong with inspiration, evidence, even the theories and finally succeeded in convincing Mao to endorse their plans. Refuting the conventional wisdom that takes this movement as a pre-determined one, this dissertation contends that this movement was the outcome of a complex combination of ideology, circumstances, contingencies, domestic politics, and personal ambitions. In addition to highlighting the institutional uncertainty and fluidity, this dissertation also studies the complex interplay between the state's agency and peasants. Peasants were not simply the receptacle of policies formulated at the highest levels of power: they were always seeking to adapt directives sent down from above to local conditions. By studying the cooperative movement at a key experimental site—Changzhi prefecture in Shanxi province from 1950 to 1953, this dissertation explores the process of mass mobilization from the province to villages.",2008,2008,Ph.D.,United States,Cornell University,NA,NA,"History, China, China in 1950s, China's rural policy, Collectivization, Cooperativization, Local agency, Rural society, Socialist",21,Ithaca,New York,42.4442,-76.5032,United States
304633317,"Ong, Soon Keong","Coming home to a foreign country: Xiamen, overseas Chinese, and the politics of identities, 1843–1938",Contemporary,"This dissertation is on Chinese who migrated out of China through the port city of Xiamen, mostly to Taiwan and Southeast Asia, and then returned to it. It is based on research undertaken at the archives and libraries of Xiamen and Fuzhou in China, and also Taiwan and Singapore. By tracing the history of the overseas Chinese through the archives along the migration routes that emanated from Xiamen. I am able to move beyond an unproblematic focus on the local or national in understanding the Chinese migrants and analyze the intricacies of their relationships with China within the larger framework of a diasporic space that spans China and Southeast Asia. This work thus provides an open and expansive approach to the study of Chinese cities and overseas Chinese and poses questions on the appropriate geographical scope for the conceiving of Chinese history. My central argument is that studies based solely on the conventional nation-state-centered approach or the recently conceptualized transnational approach are inadequate to provide a comprehensive view of the Chinese urban and migration experiences. On the one hand, a nation-state-centered approach assumes that overseas Chinese remain socially, politically, culturally, and even economically part of the Chinese nation-state, and their primordial tie to the homeland explains why they return and devote themselves to causes of China. On the other hand, the transnational approach minimizes the significance of the Chinese borders and focuses on the networks and connections that link overseas Chinese to many other states or communities. Under this interpretation, overseas Chinese are more concerned with the context abroad and are motivated by pragmatic reasons to return to China, if they return at all. All things considered, the two approaches are seemingly antagonistic and produce visions of Chinese cities and migrants that are strikingly contrasting. In this dissertation, I focus on Xiamen, a treaty port that was geo-politically grounded within China's national borders but also embedded in transoceanic migration and trade networks leaving it unbounded. I follow the lead of transnational scholars by considering how diasporic networks, of which Xiamen was an integral part, motivated Chinese communities and individuals from overseas to take initiatives in Xiamen. At the same time, I also follow the example of China-centered scholars in investigating how China, as a political entity or an imaginary homeland, continually pulled overseas Chinese back to China. By combining both perspectives, I unravel the various motivations for overseas Chinese returning to China, and argue that although overseas Chinese flexibly manipulated their identities abroad and in China, they too were constrained by certain structures—real and imagined—that China played a part in constructing. My interpretation has not attempted a systematic reconciliation of the nation-state and transnational approaches but it has shown that the two are not wholly incompatible.",2008,2008,Ph.D.,United States,Cornell University,NA,NA,"History, China, Identity, Migration, Overseas Chinese, Treaty ports, Xiamen",21,Ithaca,New York,42.4442,-76.5032,United States
304879443,"Zhang, Wu",Fiscal stress and political order in rural China: Local government and peasant protest in Hunan in the 1990s and beyond,Contemporary,"Based on more than two years of ethnographic fieldwork in Hunan, the prototype of rural China, this dissertation explains why a predatory state emerged in China at the village, township, and county levels in the 1990s. It also explores patterns of peasant resistance to the predatory state and analyzes the impact of peasant protest on local and national rural policies. The local government in rural China experienced a profound fiscal crisis in the 1990s. Because of internal corruption and competition from the private sector, the public sector collapsed, depriving local governments of their main source of revenue. The tax-sharing system adopted in 1994 and various unfunded central mandates significantly increased local fiscal responsibilities. The fiscal crisis induced local governments to impose ever-increasing taxes and fees on peasants. The rise of the predatory local state led to widespread peasant discontent. In only a few cases, however, did peasants succeed in mounting sustained protest against the local government. This happened when peasants sensed an opening in the political opportunity structure and when peasant leaders emerged. Protests usually started when peasants acquired central documents on lowering peasant burdens, which they used to argue that they had the right to withhold taxes and fees. Peasant leaders were “peasant cadres” and “peasant intellectuals,” who were better-educated than other peasants and who had worked for the party-state at some point in their lives. As a result, they could speak and write well. They also had good knowledge of party polices, which allowed them to challenge the interpretative framework of the local government without appearing to question the legitimacy of the party-state. Finally, they provided a shield of protection for their fellow villagers. The state eventually repressed most protests by jailing protest leaders. However, protestors sometimes obtained economic concessions from the local government. Moreover, in the 2000s, the central government reformed rural public finance and introduced subsidies to peasants and local governments (the ”tax-for-fee reform” and the policy of “constructing the new socialist countryside”). This cycle of revenue maximization, resistance, and reform illuminates the interactive and mutually transformative relationship between the state and society in China.",2009,2009,Ph.D.,United States,Cornell University,NA,NA,"History, Economics, Political science, Public policy, Central China, China, Fiscal crisis, Local government, Peasant protest, Protest leadership, Rural taxation, Tax-for-fee reform",21,Ithaca,New York,42.4442,-76.5032,United States
304501890,"Culp, Robert Joseph","Schooling and the social body: Ideology and the new hegemony in China's lower Yangzi region secondary schools, 1911-1937",Contemporary,"This dissertation explores the roles which secondary schools played in the production of citizens and the transformation of social and political institutions in early Republican China (1911–1937). Schools served as important arenas for efforts to define the Chinese nation and to produce new citizens for it. Using textbooks, school publications, archival documents, and interviews, I reconstruct the ideological and political engagements among educators, state agents, students, and local elites as they developed in the secondary schools of Zhejiang and Jiangsu provinces. Theoretical tools from anthropology, critical pedagogy, and Gramscian Marxism help me to analyze how varied patterns of ideological contestation contributed to social and political change and cultural production in those schools and their communities. The reformist atmosphere inspired by the New Culture Movement transformed lower Yangzi region schools, as civic education characterized by dialogue over socio-political change introduced many students to democratic politics and a liberal vision of a new society. However, the pluralism of the 1920s generated contentious school politics and lively debates among proponents of competing ideologies that gradually resolved into a focus on producing cohesive communities and well-disciplined citizens. The resulting organic conception of national society found full expression in the curriculum and school activities of the Nanjing Decade (1927–1937). During that period the Nationalist Party dominated discourse on education, using schools to mobilize well-cultivated citizens for progressive development and membership in a harmonious and integrated social body. The Nationalist Party vision of nation and citizen proved most persuasive when it built on the prior ideals, goals, and practices of students and teachers in local schools. This project's effort to understand how schools contributed to processes of social and political change during this dynamic period of Chinese history builds on theories of education that stress the interplay between formal and informal curricula, the cultures of the school and of local society. This study also shows how students have been active agents in educational and social politics, and how engagement in local schools can contribute to broader forms of cultural, social, and political change.",1999,1999,Ph.D.,United States,Cornell University,NA,NA,"History, Education history, Cultural anthropology, China, Civic education, Hegemony, Ideology, Moral training, Nationalism, Political ideology, Secondary schools, Social body, Yangzi region",21,Ithaca,New York,42.4442,-76.5032,United States
1923783574,"Kelly, Jason Michael","Chinese Communists in Global Capitalist Markets: International Commerce and the Rise of New China, 1937-1964",Contemporary,"This dissertation examines the overlooked commercial relationships that linked Chinese communism to international capitalism from the early days of the Pacific War to the aftermath of the Great Leap Forward. By exploring the diversity and continuity of these relationships, this dissertation challenges the stark themes of socialist solidarity and capitalist hostility that frame much of the literature on communist China’s international experience under Mao. Instead, what emerges is an adaptive mode of CCP engagement with capitalism that transcended the Cold War ideological divide. Understanding the larger historical significance of this engagement requires thinking about these commercial transactions as more than the transfer of goods, services, and currencies. Business deals also served as sites for the exchange of ideas, habits, and beliefs, and as venues where individuals, institutions, and the logics that guided them underwent subtle but lasting transformations. These latent influences lie at the heart of this dissertation, which is as much a political, diplomatic, social, and cultural history of communist China in the world during the mid-twentieth century as it is an international history of Chinese communist business and trade. These findings contribute to several veins of historical scholarship. They advance debate over the significance of ideology to Cold War international relations by tracing how CCP foreign-policy ideas transformed through sustained contact with foreign capitalists. The project brings Mao's China into the field of transnational history by moving beyond high politics to explore working-level ties between the CCP and foreign firms, smuggling rings, and other nongovernmental organizations. Finally, this dissertation reorients the study of capitalism in China by challenging the longstanding presumption that liberation in 1949 marked China’s withdrawal from global capitalism. As the dissertation shows, China’s ties to capitalism transformed under Mao, but never broke off entirely. The dissertation draws from a variety of sources not typically associated with scholarship on Mao’s China. In addition to fresh documents produced by Chinese officials at the central, provincial, and municipal levels, the project also draws from advertisements, corporate statements, ship manifests, and other materials from commercial and state archives in China, Hong Kong, the United States, Japan, and Great Britain.",2017,2017,Ph.D.,United States,Cornell University,History,History,"History, History, China, Commerce, Foreign affairs, History, Trade",21,Ithaca,New York,42.4442,-76.5032,United States
