source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution,source_location,target_location
Wouter Tebben,Ulrich Woermann,POINT (4.8924534 52.3730796),POINT (7.4521749 46.9484742),e-learning,Free Knowledge Institute,University of Bern,"Amsterdam, Noord-Holland, Nederland","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Wouter Tebben,Marc Alier Forment,POINT (4.8924534 52.3730796),POINT (2.1774322 41.3828939),"lms,interoperability,software as a service",Free Knowledge Institute,UPC Universitat Politècnica de Catalunya Barcelona-Tech,"Amsterdam, Noord-Holland, Nederland","Barcelona, 08001, Catalunya, España"
Wouter Tebben,Patricia Ordóñez de Pablos,POINT (4.8924534 52.3730796),POINT (-5.8483581 43.3618625),interoperability,Free Knowledge Institute,University of Oviedo,"Amsterdam, Noord-Holland, Nederland","Oviedo / Uviéu, Principado de Asturias, España"
Wouter Tebben,David Griffiths,POINT (4.8924534 52.3730796),POINT (-2.4300367 53.5782863),interoperability,Free Knowledge Institute,The University of Bolton,"Amsterdam, Noord-Holland, Nederland","Bolton, England, United Kingdom"
Wouter Tebben,Mark Johnson,POINT (4.8924534 52.3730796),POINT (-2.4300367 53.5782863),interoperability,Free Knowledge Institute,University of Bolton,"Amsterdam, Noord-Holland, Nederland","Bolton, England, United Kingdom"
Wouter Tebben,Kris Popat,POINT (4.8924534 52.3730796),POINT (-2.4300367 53.5782863),interoperability,Free Knowledge Institute,The University of Bolton,"Amsterdam, Noord-Holland, Nederland","Bolton, England, United Kingdom"
Wouter Tebben,Paul Sharples,POINT (4.8924534 52.3730796),POINT (-2.4300367 53.5782863),interoperability,Free Knowledge Institute,The University of Bolton,"Amsterdam, Noord-Holland, Nederland","Bolton, England, United Kingdom"
Wouter Tebben,Scott Wilson,POINT (4.8924534 52.3730796),POINT (-2.4300367 53.5782863),interoperability,Free Knowledge Institute,The University of Bolton,"Amsterdam, Noord-Holland, Nederland","Bolton, England, United Kingdom"
Wouter Tebben,Ricardo Queirós,POINT (4.8924534 52.3730796),POINT (-8.6107884 41.1494512),"interoperability,e-learning",Free Knowledge Institute,CRACS & INESC-Porto LA & DI-ESEIG/IPP,"Amsterdam, Noord-Holland, Nederland","Porto, Portugal"
Wouter Tebben,José Paulo Leal,POINT (4.8924534 52.3730796),POINT (-8.6107884 41.1494512),"interoperability,e-learning",Free Knowledge Institute,University of Porto,"Amsterdam, Noord-Holland, Nederland","Porto, Portugal"
Wouter Tebben,María José Casany,POINT (4.8924534 52.3730796),POINT (2.1774322 41.3828939),"lms,interoperability,software as a service",Free Knowledge Institute,UPC Universitat Politècnica de Catalunya Barcelona-Tech,"Amsterdam, Noord-Holland, Nederland","Barcelona, 08001, Catalunya, España"
Wouter Tebben,Nikolas Galanis,POINT (4.8924534 52.3730796),POINT (-5.6640182 40.9651572),"lms,interoperability,software as a service",Free Knowledge Institute,UPC Universitat Politècnica de Catalunya Barcelona-Tech,"Amsterdam, Noord-Holland, Nederland","Salamanca, Castilla y León, España"
Wouter Tebben,Anton Joha,POINT (4.8924534 52.3730796),POINT (-0.1277653 51.5074456),software as a service,Free Knowledge Institute,EquaTerra,"Amsterdam, Noord-Holland, Nederland","London, England, United Kingdom"
Wouter Tebben,Marijn Janssen,POINT (4.8924534 52.3730796),POINT (4.362724538543995 51.999457199999995),software as a service,Free Knowledge Institute,Delft University of Technology,"Amsterdam, Noord-Holland, Nederland","Delft, Nederland"
Wouter Tebben,Marc Sabbagh,POINT (4.8924534 52.3730796),POINT (2.2890454 48.9105948),software as a service,Free Knowledge Institute,Universidad Carlos III de Madrid,"Amsterdam, Noord-Holland, Nederland","Asnières-sur-Seine, 92600, Île-de-France, France"
Wouter Tebben,Miguel García Rodríguez,POINT (4.8924534 52.3730796),POINT (-5.8483581 43.3618625),interoperability,Free Knowledge Institute,University of Oviedo,"Amsterdam, Noord-Holland, Nederland","Oviedo / Uviéu, Principado de Asturias, España"
Wouter Tebben,Jose María Alvarez Rodríguez,POINT (4.8924534 52.3730796),POINT (-5.8483581 43.3618625),interoperability,Free Knowledge Institute,University of Oviedo,"Amsterdam, Noord-Holland, Nederland","Oviedo / Uviéu, Principado de Asturias, España"
Wouter Tebben,Diego Berrueta Muñoz,POINT (4.8924534 52.3730796),POINT (-5.66275 43.5449422),interoperability,Free Knowledge Institute,Fundacion CTIC,"Amsterdam, Noord-Holland, Nederland","Gijón / Xixón, Principado de Asturias, España"
Wouter Tebben,Luis Polo Paredes,POINT (4.8924534 52.3730796),POINT (-5.66275 43.5449422),interoperability,Free Knowledge Institute,Fundacion CTIC,"Amsterdam, Noord-Holland, Nederland","Gijón / Xixón, Principado de Asturias, España"
Wouter Tebben,Jose Emilio Labra Gayo,POINT (4.8924534 52.3730796),POINT (-5.8483581 43.3618625),interoperability,Free Knowledge Institute,University of Oviedo,"Amsterdam, Noord-Holland, Nederland","Oviedo / Uviéu, Principado de Asturias, España"
Wouter Tebben,David Griol,POINT (4.8924534 52.3730796),POINT (-3.76527 40.3281942),e-learning,Free Knowledge Institute,Carlos III University of Madrid,"Amsterdam, Noord-Holland, Nederland","Leganés, Comunidad de Madrid, España"
Wouter Tebben,José Manuel Molina,POINT (4.8924534 52.3730796),POINT (-3.76527 40.3281942),e-learning,Free Knowledge Institute,Carlos III University of Madrid,"Amsterdam, Noord-Holland, Nederland","Leganés, Comunidad de Madrid, España"
Wouter Tebben,Araceli Sanchis de Miguel,POINT (4.8924534 52.3730796),POINT (-3.76527 40.3281942),e-learning,Free Knowledge Institute,Carlos III University of Madrid,"Amsterdam, Noord-Holland, Nederland","Leganés, Comunidad de Madrid, España"
Wouter Tebben,Zoraida Callejas,POINT (4.8924534 52.3730796),POINT (-3.5995337 37.1734995),e-learning,Free Knowledge Institute,University of Granada,"Amsterdam, Noord-Holland, Nederland","Granada, Andalucía, España"
Edmundo Tovar,Oscar Martinez-Bonastre,POINT (-3.7035825 40.4167047),POINT (-0.6988391 38.2653307),"linked data,ocw,opencourseware,semantic web,social networks analysis,sna,open educational resources,oer",Universidad Politecnica de Madrid,Miguel Hernandez University,"Madrid, Comunidad de Madrid, España","Elx / Elche, Comunitat Valenciana, España"
Edmundo Tovar,Przemysław Kazienko,POINT (-3.7035825 40.4167047),POINT (17.0326689 51.1089776),sna,Universidad Politecnica de Madrid,Wrocław University of Technology,"Madrid, Comunidad de Madrid, España","Wrocław, województwo dolnośląskie, Polska"
Edmundo Tovar,Anna Zygmunt,POINT (-3.7035825 40.4167047),POINT (19.9368564 50.0619474),sna,Universidad Politecnica de Madrid,AGH University of Science and Technology,"Madrid, Comunidad de Madrid, España","Kraków, województwo małopolskie, Polska"
Edmundo Tovar,Piotr Bródka,POINT (-3.7035825 40.4167047),POINT (17.0326689 51.1089776),sna,Universidad Politecnica de Madrid,Wrocław University of Technology,"Madrid, Comunidad de Madrid, España","Wrocław, województwo dolnośląskie, Polska"
Edmundo Tovar,Jarosław Koźlak,POINT (-3.7035825 40.4167047),POINT (19.9368564 50.0619474),sna,Universidad Politecnica de Madrid,AGH University of Science and Technology,"Madrid, Comunidad de Madrid, España","Kraków, województwo małopolskie, Polska"
Edmundo Tovar,Patricia Ordóñez de Pablos,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625),semantic web,Universidad Politecnica de Madrid,University of Oviedo,"Madrid, Comunidad de Madrid, España","Oviedo / Uviéu, Principado de Asturias, España"
Edmundo Tovar,Miguel García Rodríguez,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625),semantic web,Universidad Politecnica de Madrid,University of Oviedo,"Madrid, Comunidad de Madrid, España","Oviedo / Uviéu, Principado de Asturias, España"
Edmundo Tovar,Jose María Alvarez Rodríguez,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625),semantic web,Universidad Politecnica de Madrid,University of Oviedo,"Madrid, Comunidad de Madrid, España","Oviedo / Uviéu, Principado de Asturias, España"
Edmundo Tovar,Diego Berrueta Muñoz,POINT (-3.7035825 40.4167047),POINT (-5.66275 43.5449422),semantic web,Universidad Politecnica de Madrid,Fundacion CTIC,"Madrid, Comunidad de Madrid, España","Gijón / Xixón, Principado de Asturias, España"
Edmundo Tovar,Luis Polo Paredes,POINT (-3.7035825 40.4167047),POINT (-5.66275 43.5449422),semantic web,Universidad Politecnica de Madrid,Fundacion CTIC,"Madrid, Comunidad de Madrid, España","Gijón / Xixón, Principado de Asturias, España"
Edmundo Tovar,Jose Emilio Labra Gayo,POINT (-3.7035825 40.4167047),POINT (-5.8483581 43.3618625),semantic web,Universidad Politecnica de Madrid,University of Oviedo,"Madrid, Comunidad de Madrid, España","Oviedo / Uviéu, Principado de Asturias, España"
Edmundo Tovar,Ajith Abraham,POINT (-3.7035825 40.4167047),POINT (-1.57027 55.1832364),semantic web,Universidad Politecnica de Madrid,Machine Intelligence Research Labs (MIR Labs),"Madrid, Comunidad de Madrid, España","Ashington, England, United Kingdom"
Oscar Martinez-Bonastre,Przemysław Kazienko,POINT (-0.6988391 38.2653307),POINT (17.0326689 51.1089776),sna,Miguel Hernandez University,Wrocław University of Technology,"Elx / Elche, Comunitat Valenciana, España","Wrocław, województwo dolnośląskie, Polska"
Oscar Martinez-Bonastre,Anna Zygmunt,POINT (-0.6988391 38.2653307),POINT (19.9368564 50.0619474),sna,Miguel Hernandez University,AGH University of Science and Technology,"Elx / Elche, Comunitat Valenciana, España","Kraków, województwo małopolskie, Polska"
Oscar Martinez-Bonastre,Piotr Bródka,POINT (-0.6988391 38.2653307),POINT (17.0326689 51.1089776),sna,Miguel Hernandez University,Wrocław University of Technology,"Elx / Elche, Comunitat Valenciana, España","Wrocław, województwo dolnośląskie, Polska"
Oscar Martinez-Bonastre,Jarosław Koźlak,POINT (-0.6988391 38.2653307),POINT (19.9368564 50.0619474),sna,Miguel Hernandez University,AGH University of Science and Technology,"Elx / Elche, Comunitat Valenciana, España","Kraków, województwo małopolskie, Polska"
Oscar Martinez-Bonastre,Patricia Ordóñez de Pablos,POINT (-0.6988391 38.2653307),POINT (-5.8483581 43.3618625),semantic web,Miguel Hernandez University,University of Oviedo,"Elx / Elche, Comunitat Valenciana, España","Oviedo / Uviéu, Principado de Asturias, España"
Oscar Martinez-Bonastre,Miguel García Rodríguez,POINT (-0.6988391 38.2653307),POINT (-5.8483581 43.3618625),semantic web,Miguel Hernandez University,University of Oviedo,"Elx / Elche, Comunitat Valenciana, España","Oviedo / Uviéu, Principado de Asturias, España"
Oscar Martinez-Bonastre,Jose María Alvarez Rodríguez,POINT (-0.6988391 38.2653307),POINT (-5.8483581 43.3618625),semantic web,Miguel Hernandez University,University of Oviedo,"Elx / Elche, Comunitat Valenciana, España","Oviedo / Uviéu, Principado de Asturias, España"
Oscar Martinez-Bonastre,Diego Berrueta Muñoz,POINT (-0.6988391 38.2653307),POINT (-5.66275 43.5449422),semantic web,Miguel Hernandez University,Fundacion CTIC,"Elx / Elche, Comunitat Valenciana, España","Gijón / Xixón, Principado de Asturias, España"
Oscar Martinez-Bonastre,Luis Polo Paredes,POINT (-0.6988391 38.2653307),POINT (-5.66275 43.5449422),semantic web,Miguel Hernandez University,Fundacion CTIC,"Elx / Elche, Comunitat Valenciana, España","Gijón / Xixón, Principado de Asturias, España"
Oscar Martinez-Bonastre,Jose Emilio Labra Gayo,POINT (-0.6988391 38.2653307),POINT (-5.8483581 43.3618625),semantic web,Miguel Hernandez University,University of Oviedo,"Elx / Elche, Comunitat Valenciana, España","Oviedo / Uviéu, Principado de Asturias, España"
Oscar Martinez-Bonastre,Ajith Abraham,POINT (-0.6988391 38.2653307),POINT (-1.57027 55.1832364),semantic web,Miguel Hernandez University,Machine Intelligence Research Labs (MIR Labs),"Elx / Elche, Comunitat Valenciana, España","Ashington, England, United Kingdom"
David Lizcano,Fernando Alonso,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"end-user software engineering,ecologies of participation,end-user development,domain-specific software development,domain experts",Universidad Politécnica de Madrid,Universidad Politécnica de Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
David Lizcano,Javier Soriano,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"end-user software engineering,ecologies of participation,end-user development,domain-specific software development,domain experts",Universidad Politécnica de Madrid,Universidad Politécnica de Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
David Lizcano,Genoveva López,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"end-user software engineering,ecologies of participation,end-user development,domain-specific software development,domain experts",Universidad Politécnica de Madrid,Universidad Politécnica de Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Fernando Alonso,Javier Soriano,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"end-user software engineering,ecologies of participation,end-user development,domain-specific software development,domain experts",Universidad Politécnica de Madrid,Universidad Politécnica de Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Fernando Alonso,Genoveva López,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"end-user software engineering,ecologies of participation,end-user development,domain-specific software development,domain experts",Universidad Politécnica de Madrid,Universidad Politécnica de Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Javier Soriano,Genoveva López,POINT (-3.7035825 40.4167047),POINT (-3.7035825 40.4167047),"end-user software engineering,ecologies of participation,end-user development,domain-specific software development,domain experts",Universidad Politécnica de Madrid,Universidad Politécnica de Madrid,"Madrid, Comunidad de Madrid, España","Madrid, Comunidad de Madrid, España"
Jorge Martinez-Gil,Ismael Navas-Delgado,POINT (-4.4216366 36.7213028),POINT (-4.4216366 36.7213028),"knowledge integration,software tools,ontology matching",University of Málaga,University of Málaga,"Málaga, Andalucía, España","Málaga, Andalucía, España"
Jorge Martinez-Gil,Jose F. Aldana-Montes,POINT (-4.4216366 36.7213028),POINT (-4.4216366 36.7213028),"knowledge integration,software tools,ontology matching",University of Málaga,University of Málaga,"Málaga, Andalucía, España","Málaga, Andalucía, España"
Jorge Martinez-Gil,Kurt Sandkuhl,POINT (-4.4216366 36.7213028),POINT (12.1400211 54.0886707),ontology matching,University of Málaga,Rostock University,"Málaga, Andalucía, España","Rostock, Mecklenburg-Vorpommern, Deutschland"
Ismael Navas-Delgado,Jose F. Aldana-Montes,POINT (-4.4216366 36.7213028),POINT (-4.4216366 36.7213028),"knowledge integration,software tools,ontology matching",University of Málaga,University of Málaga,"Málaga, Andalucía, España","Málaga, Andalucía, España"
Ismael Navas-Delgado,Kurt Sandkuhl,POINT (-4.4216366 36.7213028),POINT (12.1400211 54.0886707),ontology matching,University of Málaga,Rostock University,"Málaga, Andalucía, España","Rostock, Mecklenburg-Vorpommern, Deutschland"
Jose F. Aldana-Montes,Kurt Sandkuhl,POINT (-4.4216366 36.7213028),POINT (12.1400211 54.0886707),ontology matching,University of Málaga,Rostock University,"Málaga, Andalucía, España","Rostock, Mecklenburg-Vorpommern, Deutschland"
Goran Martinovic,Josip Balen,POINT (18.6953685 45.5548793),POINT (18.6953685 45.5548793),"performance measurement,performance evaluation,windows vista,windows xp,operating system,benchmark,windows 7",Josip Juraj Strossmayer University of Osijek,Josip Juraj Strossmayer University of Osijek,"Osijek, Hrvatska","Osijek, Hrvatska"
Guillermo Vega-Gorgojo,Eduardo Gómez-Sánchez,POINT (-4.728562 41.6521328),POINT (-4.728562 41.6521328),"c.2.4,k.3.1,h.3.3",University of Valladolid,University of Valladolid,"Valladolid, Castilla y León, España","Valladolid, Castilla y León, España"
Guillermo Vega-Gorgojo,Miguel L. Bote-Lorenzo,POINT (-4.728562 41.6521328),POINT (-4.728562 41.6521328),"c.2.4,k.3.1,h.3.3",University of Valladolid,University of Valladolid,"Valladolid, Castilla y León, España","Valladolid, Castilla y León, España"
Eduardo Gómez-Sánchez,Miguel L. Bote-Lorenzo,POINT (-4.728562 41.6521328),POINT (-4.728562 41.6521328),"c.2.4,k.3.1,h.3.3",University of Valladolid,University of Valladolid,"Valladolid, Castilla y León, España","Valladolid, Castilla y León, España"
Isabella Rega,Francesca Fanni,POINT (8.9520281 46.0050102),POINT (8.9520281 46.0050102),"ict,qualitative methods,self-efficacy,quantitative methods,ict4e,teacher training,disadvantaged contexts",Università della Svizzera italiana,Università della Svizzera italiana,"Lugano, Ticino, Schweiz/Suisse/Svizzera/Svizra","Lugano, Ticino, Schweiz/Suisse/Svizzera/Svizra"
Stefan Minder,Michele Notari,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742),"e-learning,tts,split attention,text-to-speech,modality effect",University of Bern,University of Bern,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Stefan Minder,Felix Schmitz,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742),"e-learning,tts,split attention,text-to-speech,modality effect",University of Bern,University of Bern,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Stefan Minder,Rainer Hofer,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742),"e-learning,tts,split attention,text-to-speech,modality effect",University of Bern,University of Bern,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Stefan Minder,Ulrich Woermann,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742),"e-learning,tts,split attention,text-to-speech,modality effect",University of Bern,University of Bern,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Stefan Minder,Ricardo Queirós,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512),e-learning,University of Bern,CRACS & INESC-Porto LA & DI-ESEIG/IPP,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Porto, Portugal"
Stefan Minder,José Paulo Leal,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512),e-learning,University of Bern,University of Porto,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Porto, Portugal"
Stefan Minder,David Griol,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Stefan Minder,José Manuel Molina,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Stefan Minder,Araceli Sanchis de Miguel,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Stefan Minder,Zoraida Callejas,POINT (7.4521749 46.9484742),POINT (-3.5995337 37.1734995),e-learning,University of Bern,University of Granada,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Granada, Andalucía, España"
Michele Notari,Felix Schmitz,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742),"e-learning,tts,split attention,text-to-speech,modality effect",University of Bern,University of Bern,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Michele Notari,Rainer Hofer,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742),"e-learning,tts,split attention,text-to-speech,modality effect",University of Bern,University of Bern,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Michele Notari,Ulrich Woermann,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742),"e-learning,tts,split attention,text-to-speech,modality effect",University of Bern,University of Bern,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Michele Notari,Ricardo Queirós,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512),e-learning,University of Bern,CRACS & INESC-Porto LA & DI-ESEIG/IPP,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Porto, Portugal"
Michele Notari,José Paulo Leal,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512),e-learning,University of Bern,University of Porto,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Porto, Portugal"
Michele Notari,David Griol,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Michele Notari,José Manuel Molina,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Michele Notari,Araceli Sanchis de Miguel,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Michele Notari,Zoraida Callejas,POINT (7.4521749 46.9484742),POINT (-3.5995337 37.1734995),e-learning,University of Bern,University of Granada,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Granada, Andalucía, España"
Felix Schmitz,Rainer Hofer,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742),"e-learning,tts,split attention,text-to-speech,modality effect",University of Bern,University of Bern,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Felix Schmitz,Ulrich Woermann,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742),"e-learning,tts,split attention,text-to-speech,modality effect",University of Bern,University of Bern,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Felix Schmitz,Ricardo Queirós,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512),e-learning,University of Bern,CRACS & INESC-Porto LA & DI-ESEIG/IPP,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Porto, Portugal"
Felix Schmitz,José Paulo Leal,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512),e-learning,University of Bern,University of Porto,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Porto, Portugal"
Felix Schmitz,David Griol,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Felix Schmitz,José Manuel Molina,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Felix Schmitz,Araceli Sanchis de Miguel,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Felix Schmitz,Zoraida Callejas,POINT (7.4521749 46.9484742),POINT (-3.5995337 37.1734995),e-learning,University of Bern,University of Granada,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Granada, Andalucía, España"
Rainer Hofer,Ulrich Woermann,POINT (7.4521749 46.9484742),POINT (7.4521749 46.9484742),"e-learning,tts,split attention,text-to-speech,modality effect",University of Bern,University of Bern,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra"
Rainer Hofer,Ricardo Queirós,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512),e-learning,University of Bern,CRACS & INESC-Porto LA & DI-ESEIG/IPP,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Porto, Portugal"
Rainer Hofer,José Paulo Leal,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512),e-learning,University of Bern,University of Porto,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Porto, Portugal"
Rainer Hofer,David Griol,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Rainer Hofer,José Manuel Molina,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Rainer Hofer,Araceli Sanchis de Miguel,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Rainer Hofer,Zoraida Callejas,POINT (7.4521749 46.9484742),POINT (-3.5995337 37.1734995),e-learning,University of Bern,University of Granada,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Granada, Andalucía, España"
Ulrich Woermann,Ricardo Queirós,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512),e-learning,University of Bern,CRACS & INESC-Porto LA & DI-ESEIG/IPP,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Porto, Portugal"
Ulrich Woermann,José Paulo Leal,POINT (7.4521749 46.9484742),POINT (-8.6107884 41.1494512),e-learning,University of Bern,University of Porto,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Porto, Portugal"
Ulrich Woermann,David Griol,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Ulrich Woermann,José Manuel Molina,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Ulrich Woermann,Araceli Sanchis de Miguel,POINT (7.4521749 46.9484742),POINT (-3.76527 40.3281942),e-learning,University of Bern,Carlos III University of Madrid,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Leganés, Comunidad de Madrid, España"
Ulrich Woermann,Zoraida Callejas,POINT (7.4521749 46.9484742),POINT (-3.5995337 37.1734995),e-learning,University of Bern,University of Granada,"Bern, Bern/Berne, Schweiz/Suisse/Svizzera/Svizra","Granada, Andalucía, España"
Luca Botturi,Chiara Bramani,POINT (8.7954217 46.1695112),POINT (8.9520281 46.0050102),"college,digital divide,switzerland,gender",University of Applied Sciences of Southern Switzerland,University of Lugano,"Locarno, Ticino, Schweiz/Suisse/Svizzera/Svizra","Lugano, Ticino, Schweiz/Suisse/Svizzera/Svizra"
Luca Botturi,Sean McCusker,POINT (8.7954217 46.1695112),POINT (-1.5756205 54.7770139),"college,digital divide,switzerland,gender",University of Applied Sciences of Southern Switzerland,Durham University,"Locarno, Ticino, Schweiz/Suisse/Svizzera/Svizra","Durham, DH1 3NG, England, United Kingdom"
